tas,"	Year", Month, Country
-0.247,1970,2,HUN
3.90854,1970,3,HUN
9.80222,1970,4,HUN
13.3596,1970,5,HUN
18.9423,1970,6,HUN
19.5275,1970,7,HUN
19.3468,1970,8,HUN
14.9446,1970,9,HUN
9.29749,1970,10,HUN
7.24873,1970,11,HUN
0.38049,1970,12,HUN
-1.7855,1971,1,HUN
2.11059,1971,2,HUN
2.67104,1971,3,HUN
10.9649,1971,4,HUN
17.09,1971,5,HUN
17.6616,1971,6,HUN
20.0725,1971,7,HUN
21.0866,1971,8,HUN
13.7863,1971,9,HUN
9.24187,1971,10,HUN
4.43678,1971,11,HUN
2.0303,1971,12,HUN
-1.9012,1972,1,HUN
3.03823,1972,2,HUN
7.46034,1972,3,HUN
11.4655,1972,4,HUN
15.0399,1972,5,HUN
19.2688,1972,6,HUN
20.8073,1972,7,HUN
18.6738,1972,8,HUN
13.0662,1972,9,HUN
8.41315,1972,10,HUN
5.03335,1972,11,HUN
0.30667,1972,12,HUN
-1.1713,1973,1,HUN
2.0371,1973,2,HUN
5.04552,1973,3,HUN
9.0593,1973,4,HUN
15.9487,1973,5,HUN
18.14,1973,6,HUN
19.8215,1973,7,HUN
19.9977,1973,8,HUN
16.9882,1973,9,HUN
9.42651,1973,10,HUN
2.53027,1973,11,HUN
-0.7006,1973,12,HUN
0.32827,1974,1,HUN
4.85324,1974,2,HUN
7.84938,1974,3,HUN
9.73806,1974,4,HUN
13.6334,1974,5,HUN
16.3309,1974,6,HUN
18.9462,1974,7,HUN
21.2485,1974,8,HUN
16.0986,1974,9,HUN
7.53265,1974,10,HUN
4.98329,1974,11,HUN
2.44545,1974,12,HUN
1.77669,1975,1,HUN
0.34258,1975,2,HUN
7.45544,1975,3,HUN
10.1091,1975,4,HUN
16.6529,1975,5,HUN
18.0644,1975,6,HUN
20.0674,1975,7,HUN
19.378,1975,8,HUN
17.8402,1975,9,HUN
10.2423,1975,10,HUN
3.1624,1975,11,HUN
0.11006,1975,12,HUN
-0.4384,1976,1,HUN
-0.9859,1976,2,HUN
2.11441,1976,3,HUN
10.9234,1976,4,HUN
14.7669,1976,5,HUN
17.9125,1976,6,HUN
20.8124,1976,7,HUN
17.2153,1976,8,HUN
14.8287,1976,9,HUN
11.2925,1976,10,HUN
6.60659,1976,11,HUN
0.1143,1976,12,HUN
-0.3298,1977,1,HUN
4.20508,1977,2,HUN
8.36068,1977,3,HUN
8.96943,1977,4,HUN
15.5448,1977,5,HUN
18.9268,1977,6,HUN
19.2865,1977,7,HUN
18.8892,1977,8,HUN
13.8865,1977,9,HUN
