pr,"	Year", Month, Country
217.177,1933,6,BRB
251.108,1933,7,BRB
225.934,1933,8,BRB
352.261,1933,9,BRB
217.117,1933,10,BRB
257.279,1933,11,BRB
144.955,1933,12,BRB
79.6027,1934,1,BRB
49.077,1934,2,BRB
75.0886,1934,3,BRB
73.4922,1934,4,BRB
142.973,1934,5,BRB
109.691,1934,6,BRB
184.228,1934,7,BRB
205.275,1934,8,BRB
147.914,1934,9,BRB
144.406,1934,10,BRB
191.222,1934,11,BRB
223.266,1934,12,BRB
106.909,1935,1,BRB
65.6793,1935,2,BRB
110.999,1935,3,BRB
94.4643,1935,4,BRB
166.243,1935,5,BRB
119.756,1935,6,BRB
279,1935,7,BRB
293.476,1935,8,BRB
189.896,1935,9,BRB
191.592,1935,10,BRB
152.828,1935,11,BRB
127.386,1935,12,BRB
87.805,1936,1,BRB
80.2816,1936,2,BRB
45.313,1936,3,BRB
57.8212,1936,4,BRB
293.359,1936,5,BRB
260.071,1936,6,BRB
217.784,1936,7,BRB
261.322,1936,8,BRB
212.453,1936,9,BRB
297.626,1936,10,BRB
218.785,1936,11,BRB
148.356,1936,12,BRB
162.523,1937,1,BRB
66.613,1937,2,BRB
44.613,1937,3,BRB
104.3,1937,4,BRB
71.398,1937,5,BRB
131.221,1937,6,BRB
176.064,1937,7,BRB
150.795,1937,8,BRB
210.92,1937,9,BRB
178.029,1937,10,BRB
235.682,1937,11,BRB
113.984,1937,12,BRB
111.11,1938,1,BRB
63.2456,1938,2,BRB
68.62,1938,3,BRB
76.7596,1938,4,BRB
167.243,1938,5,BRB
201.945,1938,6,BRB
200.789,1938,7,BRB
286.412,1938,8,BRB
223.282,1938,9,BRB
168.465,1938,10,BRB
352.765,1938,11,BRB
189.762,1938,12,BRB
114.178,1939,1,BRB
82.5491,1939,2,BRB
112.532,1939,3,BRB
66.4235,1939,4,BRB
87.3666,1939,5,BRB
205.911,1939,6,BRB
146.706,1939,7,BRB
161.758,1939,8,BRB
158.975,1939,9,BRB
209.486,1939,10,BRB
267.544,1939,11,BRB
87.9807,1939,12,BRB
71.1003,1940,1,BRB
72.5805,1940,2,BRB
84.4247,1940,3,BRB
63.9561,1940,4,BRB
80.2655,1940,5,BRB
208.678,1940,6,BRB
192.225,1940,7,BRB
157.693,1940,8,BRB
134.786,1940,9,BRB
158.335,1940,10,BRB
277.343,1940,11,BRB
134.554,1940,12,BRB
114.178,1941,1,BRB
39.4421,1941,2,BRB
66.9863,1941,3,BRB
124.372,1941,4,BRB
133.872,1941,5,BRB
218.643,1941,6,BRB
219.717,1941,7,BRB
159.625,1941,8,BRB
258.1,1941,9,BRB
142.939,1941,10,BRB
316.203,1941,11,BRB
134.02,1941,12,BRB
93.4399,1942,1,BRB
101.218,1942,2,BRB
58.6502,1942,3,BRB
136.308,1942,4,BRB
136.906,1942,5,BRB
165.45,1942,6,BRB
208.021,1942,7,BRB
163.524,1942,8,BRB
325.439,1942,9,BRB
216.817,1942,10,BRB
397.292,1942,11,BRB
142.255,1942,12,BRB
107.009,1943,1,BRB
72.6805,1943,2,BRB
93.427,1943,3,BRB
104.2,1943,4,BRB
127.105,1943,5,BRB
155.885,1943,6,BRB
181.495,1943,7,BRB
244.927,1943,8,BRB
181.766,1943,9,BRB
200.922,1943,10,BRB
199.554,1943,11,BRB
141.355,1943,12,BRB
104.576,1944,1,BRB
97.0514,1944,2,BRB
60.7177,1944,3,BRB
81.1608,1944,4,BRB
236.419,1944,5,BRB
167.516,1944,6,BRB
277.133,1944,7,BRB
155.66,1944,8,BRB
181.666,1944,9,BRB
245.975,1944,10,BRB
208.82,1944,11,BRB
164.424,1944,12,BRB
88.105,1945,1,BRB
105.252,1945,2,BRB
67.4863,1945,3,BRB
176.652,1945,4,BRB
153.908,1945,5,BRB
145.952,1945,6,BRB
200.923,1945,7,BRB
222.936,1945,8,BRB
196.26,1945,9,BRB
220.816,1945,10,BRB
190.556,1945,11,BRB
147.922,1945,12,BRB
157.483,1946,1,BRB
67.2816,1946,2,BRB
48.3816,1946,3,BRB
72.9945,1946,4,BRB
253.139,1946,5,BRB
169.608,1946,6,BRB
187.29,1946,7,BRB
207.037,1946,8,BRB
173.304,1946,9,BRB
151.674,1946,10,BRB
182.824,1946,11,BRB
167.22,1946,12,BRB
170.922,1947,1,BRB
45.7444,1947,2,BRB
57.0514,1947,3,BRB
56.5584,1947,4,BRB
153.774,1947,5,BRB
