pr,"	Year", Month, Country, ISO3, ISO2
284.631,1901,10,SLE,,
82.4859,1901,11,SLE,,
17.4738,1901,12,SLE,,
5.38382,1902,1,SLE,,
14.4881,1902,2,SLE,,
32.9304,1902,3,SLE,,
84.7185,1902,4,SLE,,
214.151,1902,5,SLE,,
310.067,1902,6,SLE,,
445.353,1902,7,SLE,,
509.608,1902,8,SLE,,
374.849,1902,9,SLE,,
306.451,1902,10,SLE,,
87.6662,1902,11,SLE,,
17.4738,1902,12,SLE,,
20.9277,1903,1,SLE,,
14.4881,1903,2,SLE,,
37.6762,1903,3,SLE,,
62.7961,1903,4,SLE,,
220.092,1903,5,SLE,,
344.742,1903,6,SLE,,
543.085,1903,7,SLE,,
464.347,1903,8,SLE,,
394.984,1903,9,SLE,,
280.51,1903,10,SLE,,
123.972,1903,11,SLE,,
33.1165,1903,12,SLE,,
10.7584,1904,1,SLE,,
14.4881,1904,2,SLE,,
40.0594,1904,3,SLE,,
68.3845,1904,4,SLE,,
219.745,1904,5,SLE,,
306.808,1904,6,SLE,,
653.435,1904,7,SLE,,
600.811,1904,8,SLE,,
433.596,1904,9,SLE,,
410.451,1904,10,SLE,,
82.8962,1904,11,SLE,,
17.4738,1904,12,SLE,,
2.36585,1905,1,SLE,,
6.50129,1905,2,SLE,,
14.8871,1905,3,SLE,,
97.4511,1905,4,SLE,,
154.72,1905,5,SLE,,
446.25,1905,6,SLE,,
488.432,1905,7,SLE,,
456.991,1905,8,SLE,,
530.972,1905,9,SLE,,
493.101,1905,10,SLE,,
136.221,1905,11,SLE,,
14.0202,1905,12,SLE,,
20.9133,1906,1,SLE,,
26.5969,1906,2,SLE,,
33.2307,1906,3,SLE,,
217.685,1906,4,SLE,,
359.499,1906,5,SLE,,
551.461,1906,6,SLE,,
235.136,1906,7,SLE,,
758.31,1906,8,SLE,,
578.241,1906,9,SLE,,
304.976,1906,10,SLE,,
148.758,1906,11,SLE,,
77.5975,1906,12,SLE,,
2.32791,1907,1,SLE,,
6.41913,1907,2,SLE,,
14.9689,1907,3,SLE,,
56.1608,1907,4,SLE,,
207.038,1907,5,SLE,,
416.113,1907,6,SLE,,
162.242,1907,7,SLE,,
702.617,1907,8,SLE,,
370.512,1907,9,SLE,,
284.79,1907,10,SLE,,
143.357,1907,11,SLE,,
6.61294,1907,12,SLE,,
5.97874,1908,1,SLE,,
6.45246,1908,2,SLE,,
17.034,1908,3,SLE,,
101.933,1908,4,SLE,,
214.251,1908,5,SLE,,
286.759,1908,6,SLE,,
311.236,1908,7,SLE,,
862.59,1908,8,SLE,,
622.938,1908,9,SLE,,
236.457,1908,10,SLE,,
72.5015,1908,11,SLE,,
3.95285,1908,12,SLE,,
5.36006,1909,1,SLE,,
16.2589,1909,2,SLE,,
36.625,1909,3,SLE,,
102.883,1909,4,SLE,,
250.024,1909,5,SLE,,
331.252,1909,6,SLE,,
453.384,1909,7,SLE,,
538.959,1909,8,SLE,,
431.083,1909,9,SLE,,
275.63,1909,10,SLE,,
81.8836,1909,11,SLE,,
18.4947,1909,12,SLE,,
1.247,1910,1,SLE,,
7.9389,1910,2,SLE,,
48.6313,1910,3,SLE,,
84.2577,1910,4,SLE,,
156.492,1910,5,SLE,,
346.361,1910,6,SLE,,
190.679,1910,7,SLE,,
528.05,1910,8,SLE,,
659.397,1910,9,SLE,,
333,1910,10,SLE,,
35.0227,1910,11,SLE,,
26.7577,1910,12,SLE,,
1.247,1911,1,SLE,,
3.18152,1911,2,SLE,,
30.9158,1911,3,SLE,,
61.544,1911,4,SLE,,
199.404,1911,5,SLE,,
651.559,1911,6,SLE,,
383.497,1911,7,SLE,,
238.573,1911,8,SLE,,
490.299,1911,9,SLE,,
337.155,1911,10,SLE,,
138.555,1911,11,SLE,,
12.2366,1911,12,SLE,,
2.23167,1912,1,SLE,,
9.37051,1912,2,SLE,,
13.0601,1912,3,SLE,,
27.1361,1912,4,SLE,,
119.697,1912,5,SLE,,
408.28,1912,6,SLE,,
1109.66,1912,7,SLE,,
567.786,1912,8,SLE,,
142.661,1912,9,SLE,,
359.358,1912,10,SLE,,
86.8607,1912,11,SLE,,
3.95285,1912,12,SLE,,
9.96378,1913,1,SLE,,
23.5305,1913,2,SLE,,
24.9874,1913,3,SLE,,
84.1834,1913,4,SLE,,
280.505,1913,5,SLE,,
256.882,1913,6,SLE,,
356.262,1913,7,SLE,,
596.767,1913,8,SLE,,
418.415,1913,9,SLE,,
302.54,1913,10,SLE,,
101.642,1913,11,SLE,,
46.6333,1913,12,SLE,,
1.47854,1914,1,SLE,,
28.2457,1914,2,SLE,,
21.1587,1914,3,SLE,,
115.582,1914,4,SLE,,
154.407,1914,5,SLE,,
456.438,1914,6,SLE,,
247.601,1914,7,SLE,,
358.505,1914,8,SLE,,
455.097,1914,9,SLE,,
266.13,1914,10,SLE,,
128.042,1914,11,SLE,,
2.28561,1914,12,SLE,,
0.48082,1915,1,SLE,,
6.7046,1915,2,SLE,,
71.0921,1915,3,SLE,,
155.733,1915,4,SLE,,
335.753,1915,5,SLE,,
255.497,1915,6,SLE,,
474.703,1915,7,SLE,,
676.091,1915,8,SLE,,
459.843,1915,9,SLE,,
267.992,1915,10,SLE,,
142.695,1915,11,SLE,,
7.18339,1915,12,SLE,,
0.43273,1916,1,SLE,,
15.9316,1916,2,SLE,,
84.8343,1916,3,SLE,,
74.4771,1916,4,SLE,,
198.596,1916,5,SLE,,
293.884,1916,6,SLE,,
506.194,1916,7,SLE,,
637.064,1916,8,SLE,,
527.782,1916,9,SLE,,
243.015,1916,10,SLE,,
82.3034,1916,11,SLE,,
56.5464,1916,12,SLE,,
5.20179,1917,1,SLE,,
22.6969,1917,2,SLE,,
102.866,1917,3,SLE,,
27.904,1917,4,SLE,,
59.9601,1917,5,SLE,,
128.792,1917,6,SLE,,
193.077,1917,7,SLE,,
735.483,1917,8,SLE,,
532.592,1917,9,SLE,,
284.424,1917,10,SLE,,
159.951,1917,11,SLE,,
18.4292,1917,12,SLE,,
5.12622,1918,1,SLE,,
13.8701,1918,2,SLE,,
33.2523,1918,3,SLE,,
88.3054,1918,4,SLE,,
459.968,1918,5,SLE,,
347.961,1918,6,SLE,,
547.09,1918,7,SLE,,
658.961,1918,8,SLE,,
363.261,1918,9,SLE,,
213.218,1918,10,SLE,,
88.5789,1918,11,SLE,,
17.2563,1918,12,SLE,,
5.25156,1919,1,SLE,,
15.3442,1919,2,SLE,,
33.2299,1919,3,SLE,,
121.948,1919,4,SLE,,
236.371,1919,5,SLE,,
352.809,1919,6,SLE,,
479.491,1919,7,SLE,,
532.122,1919,8,SLE,,
474.335,1919,9,SLE,,
256.622,1919,10,SLE,,
78.0709,1919,11,SLE,,
10.5828,1919,12,SLE,,
5.31286,1920,1,SLE,,
13.8226,1920,2,SLE,,
24.2254,1920,3,SLE,,
89.1375,1920,4,SLE,,
215.682,1920,5,SLE,,
451.927,1920,6,SLE,,
406.347,1920,7,SLE,,
610.148,1920,8,SLE,,
444.943,1920,9,SLE,,
230.466,1920,10,SLE,,
116.557,1920,11,SLE,,
16.502,1920,12,SLE,,
5.94994,1921,1,SLE,,
17.8075,1921,2,SLE,,
42.7594,1921,3,SLE,,
96.0969,1921,4,SLE,,
235.137,1921,5,SLE,,
234.925,1921,6,SLE,,
798.57,1921,7,SLE,,
318.007,1921,8,SLE,,
468.791,1921,9,SLE,,
276.591,1921,10,SLE,,
197.583,1921,11,SLE,,
27.0382,1921,12,SLE,,
1.16145,1922,1,SLE,,
2.1973,1922,2,SLE,,
33.1631,1922,3,SLE,,
85.5096,1922,4,SLE,,
181.879,1922,5,SLE,,
327.928,1922,6,SLE,,
220.08,1922,7,SLE,,
603.883,1922,8,SLE,,
455.388,1922,9,SLE,,
370.242,1922,10,SLE,,
187.039,1922,11,SLE,,
93.2797,1922,12,SLE,,
2.33057,1923,1,SLE,,
15.3221,1923,2,SLE,,
62.5577,1923,3,SLE,,
132.697,1923,4,SLE,,
211.842,1923,5,SLE,,
358.07,1923,6,SLE,,
524.4,1923,7,SLE,,
349.9,1923,8,SLE,,
507.213,1923,9,SLE,,
318.979,1923,10,SLE,,
141.197,1923,11,SLE,,
22.6039,1923,12,SLE,,
13.5834,1924,1,SLE,,
45.079,1924,2,SLE,,
42.241,1924,3,SLE,,
126.794,1924,4,SLE,,
210.676,1924,5,SLE,,
360.033,1924,6,SLE,,
477.802,1924,7,SLE,,
448.217,1924,8,SLE,,
428.197,1924,9,SLE,,
350.281,1924,10,SLE,,
164.458,1924,11,SLE,,
13.211,1924,12,SLE,,
0.34254,1925,1,SLE,,
22.0188,1925,2,SLE,,
76.2371,1925,3,SLE,,
107.114,1925,4,SLE,,
258.07,1925,5,SLE,,
392.026,1925,6,SLE,,
350.643,1925,7,SLE,,
518.282,1925,8,SLE,,
375.89,1925,9,SLE,,
318.939,1925,10,SLE,,
150.451,1925,11,SLE,,
16.6388,1925,12,SLE,,
1.44184,1926,1,SLE,,
0.83599,1926,2,SLE,,
39.7642,1926,3,SLE,,
101.605,1926,4,SLE,,
236.947,1926,5,SLE,,
311.836,1926,6,SLE,,
439.011,1926,7,SLE,,
600.411,1926,8,SLE,,
406.295,1926,9,SLE,,
269.404,1926,10,SLE,,
137.961,1926,11,SLE,,
8.24004,1926,12,SLE,,
2.67498,1927,1,SLE,,
22.3759,1927,2,SLE,,
73.0087,1927,3,SLE,,
92.2499,1927,4,SLE,,
273.702,1927,5,SLE,,
450.973,1927,6,SLE,,
407.32,1927,7,SLE,,
381.584,1927,8,SLE,,
400.423,1927,9,SLE,,
325.181,1927,10,SLE,,
79.2181,1927,11,SLE,,
12.8703,1927,12,SLE,,
8.30741,1928,1,SLE,,
3.43144,1928,2,SLE,,
57.5667,1928,3,SLE,,
164.556,1928,4,SLE,,
269.611,1928,5,SLE,,
377.519,1928,6,SLE,,
543.872,1928,7,SLE,,
619.677,1928,8,SLE,,
502.937,1928,9,SLE,,
324.149,1928,10,SLE,,
90.2841,1928,11,SLE,,
32.0644,1928,12,SLE,,
11.4753,1929,1,SLE,,
28.8005,1929,2,SLE,,
74.1177,1929,3,SLE,,
116.281,1929,4,SLE,,
257.227,1929,5,SLE,,
464.992,1929,6,SLE,,
506.904,1929,7,SLE,,
501.628,1929,8,SLE,,
517.054,1929,9,SLE,,
263.568,1929,10,SLE,,
71.9741,1929,11,SLE,,
12.3129,1929,12,SLE,,
5.03008,1930,1,SLE,,
29.3826,1930,2,SLE,,
32.5321,1930,3,SLE,,
63.3664,1930,4,SLE,,
288.004,1930,5,SLE,,
295.93,1930,6,SLE,,
477.858,1930,7,SLE,,
457.568,1930,8,SLE,,
468.895,1930,9,SLE,,
253.438,1930,10,SLE,,
60.806,1930,11,SLE,,
43.2633,1930,12,SLE,,
13.1811,1931,1,SLE,,
15.1292,1931,2,SLE,,
80.9715,1931,3,SLE,,
153.624,1931,4,SLE,,
235.493,1931,5,SLE,,
393.522,1931,6,SLE,,
529.317,1931,7,SLE,,
420.842,1931,8,SLE,,
399.385,1931,9,SLE,,
283.959,1931,10,SLE,,
124.165,1931,11,SLE,,
40.0859,1931,12,SLE,,
1.9944,1932,1,SLE,,
42.1444,1932,2,SLE,,
107.707,1932,3,SLE,,
186.33,1932,4,SLE,,
227.231,1932,5,SLE,,
431.19,1932,6,SLE,,
491.191,1932,7,SLE,,
648.268,1932,8,SLE,,
386.042,1932,9,SLE,,
349.198,1932,10,SLE,,
233.512,1932,11,SLE,,
5.75697,1932,12,SLE,,
5.74521,1933,1,SLE,,
63.6962,1933,2,SLE,,
25.7656,1933,3,SLE,,
136.903,1933,4,SLE,,
211.202,1933,5,SLE,,
510.449,1933,6,SLE,,
390.885,1933,7,SLE,,
551.276,1933,8,SLE,,
332.608,1933,9,SLE,,
227.274,1933,10,SLE,,
168.285,1933,11,SLE,,
68.4686,1933,12,SLE,,
1.86767,1934,1,SLE,,
9.43785,1934,2,SLE,,
58.6132,1934,3,SLE,,
70.5035,1934,4,SLE,,
100.875,1934,5,SLE,,
272.868,1934,6,SLE,,
516.869,1934,7,SLE,,
442.348,1934,8,SLE,,
443.861,1934,9,SLE,,
332.543,1934,10,SLE,,
57.217,1934,11,SLE,,
3.81473,1934,12,SLE,,
3.96524,1935,1,SLE,,
10.0537,1935,2,SLE,,
19.1458,1935,3,SLE,,
42.245,1935,4,SLE,,
148.377,1935,5,SLE,,
309.169,1935,6,SLE,,
453.07,1935,7,SLE,,
465.797,1935,8,SLE,,
399.601,1935,9,SLE,,
244.794,1935,10,SLE,,
111.948,1935,11,SLE,,
33.4209,1935,12,SLE,,
1.92981,1936,1,SLE,,
18.3785,1936,2,SLE,,
68.7176,1936,3,SLE,,
126.042,1936,4,SLE,,
309.657,1936,5,SLE,,
273.587,1936,6,SLE,,
440.625,1936,7,SLE,,
395.813,1936,8,SLE,,
400.357,1936,9,SLE,,
271.153,1936,10,SLE,,
141.981,1936,11,SLE,,
24.9186,1936,12,SLE,,
0.32425,1937,1,SLE,,
10.0149,1937,2,SLE,,
86.9234,1937,3,SLE,,
84.7463,1937,4,SLE,,
206.283,1937,5,SLE,,
279.313,1937,6,SLE,,
396.006,1937,7,SLE,,
570.835,1937,8,SLE,,
429.524,1937,9,SLE,,
331.381,1937,10,SLE,,
91.0478,1937,11,SLE,,
10.9833,1937,12,SLE,,
0.31576,1938,1,SLE,,
33.3064,1938,2,SLE,,
78.0373,1938,3,SLE,,
94.4388,1938,4,SLE,,
377.684,1938,5,SLE,,
349.47,1938,6,SLE,,
447.689,1938,7,SLE,,
563.779,1938,8,SLE,,
409.9,1938,9,SLE,,
306.636,1938,10,SLE,,
142.558,1938,11,SLE,,
5.82698,1938,12,SLE,,
8.89585,1939,1,SLE,,
21.3739,1939,2,SLE,,
49.4557,1939,3,SLE,,
41.7638,1939,4,SLE,,
194.287,1939,5,SLE,,
397.863,1939,6,SLE,,
403.312,1939,7,SLE,,
514.984,1939,8,SLE,,
503.395,1939,9,SLE,,
282.814,1939,10,SLE,,
149.274,1939,11,SLE,,
38.9602,1939,12,SLE,,
4.18482,1940,1,SLE,,
18.0937,1940,2,SLE,,
27.4137,1940,3,SLE,,
101.857,1940,4,SLE,,
159.335,1940,5,SLE,,
400.408,1940,6,SLE,,
420.614,1940,7,SLE,,
530.241,1940,8,SLE,,
322.133,1940,9,SLE,,
366.857,1940,10,SLE,,
161.664,1940,11,SLE,,
12.0144,1940,12,SLE,,
17.0892,1941,1,SLE,,
1.94925,1941,2,SLE,,
34.9787,1941,3,SLE,,
96.5733,1941,4,SLE,,
203.888,1941,5,SLE,,
343.444,1941,6,SLE,,
444.827,1941,7,SLE,,
630.614,1941,8,SLE,,
428.215,1941,9,SLE,,
211.372,1941,10,SLE,,
89.0187,1941,11,SLE,,
14.9175,1941,12,SLE,,
11.7265,1942,1,SLE,,
3.21806,1942,2,SLE,,
57.0024,1942,3,SLE,,
97.486,1942,4,SLE,,
251.178,1942,5,SLE,,
292.826,1942,6,SLE,,
605.419,1942,7,SLE,,
524.922,1942,8,SLE,,
367.929,1942,9,SLE,,
320.884,1942,10,SLE,,
132.777,1942,11,SLE,,
44.6088,1942,12,SLE,,
12.8141,1943,1,SLE,,
33.1306,1943,2,SLE,,
58.1949,1943,3,SLE,,
139.771,1943,4,SLE,,
146.655,1943,5,SLE,,
309.292,1943,6,SLE,,
413.515,1943,7,SLE,,
569.739,1943,8,SLE,,
483.225,1943,9,SLE,,
246.725,1943,10,SLE,,
115.132,1943,11,SLE,,
56.9775,1943,12,SLE,,
1.58666,1944,1,SLE,,
5.02055,1944,2,SLE,,
37.1738,1944,3,SLE,,
85.8341,1944,4,SLE,,
162.852,1944,5,SLE,,
334.483,1944,6,SLE,,
537.328,1944,7,SLE,,
705.123,1944,8,SLE,,
432.305,1944,9,SLE,,
253.614,1944,10,SLE,,
116.909,1944,11,SLE,,
21.4864,1944,12,SLE,,
2.66564,1945,1,SLE,,
6.51353,1945,2,SLE,,
51.5863,1945,3,SLE,,
97.708,1945,4,SLE,,
190.225,1945,5,SLE,,
334.727,1945,6,SLE,,
562.077,1945,7,SLE,,
672.076,1945,8,SLE,,
518.611,1945,9,SLE,,
294.47,1945,10,SLE,,
103.771,1945,11,SLE,,
27.0714,1945,12,SLE,,
6.21058,1946,1,SLE,,
1.4849,1946,2,SLE,,
59.9968,1946,3,SLE,,
112.779,1946,4,SLE,,
255.884,1946,5,SLE,,
361.75,1946,6,SLE,,
511.056,1946,7,SLE,,
556.943,1946,8,SLE,,
361.043,1946,9,SLE,,
357.111,1946,10,SLE,,
92.8224,1946,11,SLE,,
26.4965,1946,12,SLE,,
0.52283,1947,1,SLE,,
45.7046,1947,2,SLE,,
41.7529,1947,3,SLE,,
74.4411,1947,4,SLE,,
146.923,1947,5,SLE,,
344.432,1947,6,SLE,,
432.314,1947,7,SLE,,
603.919,1947,8,SLE,,
446.713,1947,9,SLE,,
231.335,1947,10,SLE,,
58.8855,1947,11,SLE,,
55.0269,1947,12,SLE,,
0.30917,1948,1,SLE,,
4.77581,1948,2,SLE,,
40.7267,1948,3,SLE,,
82.5228,1948,4,SLE,,
220.543,1948,5,SLE,,
387.147,1948,6,SLE,,
394.273,1948,7,SLE,,
449.243,1948,8,SLE,,
498.543,1948,9,SLE,,
300.485,1948,10,SLE,,
128.6,1948,11,SLE,,
35.8051,1948,12,SLE,,
2.06544,1949,1,SLE,,
7.4302,1949,2,SLE,,
49.4473,1949,3,SLE,,
123.485,1949,4,SLE,,
197.211,1949,5,SLE,,
203.648,1949,6,SLE,,
615.727,1949,7,SLE,,
501.144,1949,8,SLE,,
426.803,1949,9,SLE,,
297.885,1949,10,SLE,,
116.549,1949,11,SLE,,
30.6802,1949,12,SLE,,
5.72908,1950,1,SLE,,
3.43534,1950,2,SLE,,
41.038,1950,3,SLE,,
62.4222,1950,4,SLE,,
170.489,1950,5,SLE,,
295.437,1950,6,SLE,,
360.701,1950,7,SLE,,
359.429,1950,8,SLE,,
458.125,1950,9,SLE,,
295.625,1950,10,SLE,,
117.294,1950,11,SLE,,
25.4788,1950,12,SLE,,
29.1693,1951,1,SLE,,
56.0269,1951,2,SLE,,
78.6594,1951,3,SLE,,
90.1353,1951,4,SLE,,
287.345,1951,5,SLE,,
270.008,1951,6,SLE,,
478.936,1951,7,SLE,,
579.383,1951,8,SLE,,
411.392,1951,9,SLE,,
434.83,1951,10,SLE,,
144.741,1951,11,SLE,,
5.18606,1951,12,SLE,,
4.67707,1952,1,SLE,,
33.5487,1952,2,SLE,,
48.1421,1952,3,SLE,,
57.6465,1952,4,SLE,,
222.056,1952,5,SLE,,
253.674,1952,6,SLE,,
710.584,1952,7,SLE,,
466.774,1952,8,SLE,,
466.092,1952,9,SLE,,
236.119,1952,10,SLE,,
142.143,1952,11,SLE,,
26.8277,1952,12,SLE,,
9.31234,1953,1,SLE,,
43.2463,1953,2,SLE,,
72.1702,1953,3,SLE,,
123.983,1953,4,SLE,,
177.397,1953,5,SLE,,
391.835,1953,6,SLE,,
504.706,1953,7,SLE,,
584.186,1953,8,SLE,,
439.079,1953,9,SLE,,
292.472,1953,10,SLE,,
101.054,1953,11,SLE,,
35.848,1953,12,SLE,,
3.63666,1954,1,SLE,,
55.0437,1954,2,SLE,,
62.2721,1954,3,SLE,,
169.46,1954,4,SLE,,
249.334,1954,5,SLE,,
313.687,1954,6,SLE,,
443.734,1954,7,SLE,,
541.393,1954,8,SLE,,
466.349,1954,9,SLE,,
317.93,1954,10,SLE,,
194.877,1954,11,SLE,,
30.6229,1954,12,SLE,,
7.55321,1955,1,SLE,,
41.7951,1955,2,SLE,,
112.113,1955,3,SLE,,
164.953,1955,4,SLE,,
266.47,1955,5,SLE,,
362.231,1955,6,SLE,,
409.941,1955,7,SLE,,
521.139,1955,8,SLE,,
498.547,1955,9,SLE,,
297.107,1955,10,SLE,,
92.2818,1955,11,SLE,,
43.3106,1955,12,SLE,,
5.78875,1956,1,SLE,,
53.0823,1956,2,SLE,,
68.6025,1956,3,SLE,,
118.093,1956,4,SLE,,
198.014,1956,5,SLE,,
321.387,1956,6,SLE,,
428.268,1956,7,SLE,,
370.285,1956,8,SLE,,
406.85,1956,9,SLE,,
226.468,1956,10,SLE,,
100.155,1956,11,SLE,,
71.7272,1956,12,SLE,,
3.73794,1957,1,SLE,,
9.20696,1957,2,SLE,,
46.8398,1957,3,SLE,,
103.109,1957,4,SLE,,
138.578,1957,5,SLE,,
261.117,1957,6,SLE,,
412.66,1957,7,SLE,,
492.94,1957,8,SLE,,
501.471,1957,9,SLE,,
423.963,1957,10,SLE,,
142.423,1957,11,SLE,,
29.8518,1957,12,SLE,,
9.21671,1958,1,SLE,,
22.7948,1958,2,SLE,,
104.439,1958,3,SLE,,
173.369,1958,4,SLE,,
249.871,1958,5,SLE,,
282.807,1958,6,SLE,,
185.731,1958,7,SLE,,
390.229,1958,8,SLE,,
394.379,1958,9,SLE,,
314.721,1958,10,SLE,,
207.084,1958,11,SLE,,
29.4243,1958,12,SLE,,
12.235,1959,1,SLE,,
14.7168,1959,2,SLE,,
45.8651,1959,3,SLE,,
73.3606,1959,4,SLE,,
323.458,1959,5,SLE,,
300.736,1959,6,SLE,,
370.574,1959,7,SLE,,
395.174,1959,8,SLE,,
493.133,1959,9,SLE,,
247.469,1959,10,SLE,,
180.753,1959,11,SLE,,
8.9694,1959,12,SLE,,
4.84642,1960,1,SLE,,
15.7747,1960,2,SLE,,
44.8642,1960,3,SLE,,
71.1744,1960,4,SLE,,
224.084,1960,5,SLE,,
318.197,1960,6,SLE,,
360.233,1960,7,SLE,,
616.87,1960,8,SLE,,
501.47,1960,9,SLE,,
287.294,1960,10,SLE,,
87.7745,1960,11,SLE,,
30.4422,1960,12,SLE,,
1.67195,1961,1,SLE,,
17.9913,1961,2,SLE,,
25.3546,1961,3,SLE,,
105.973,1961,4,SLE,,
172.686,1961,5,SLE,,
295.774,1961,6,SLE,,
909.699,1961,7,SLE,,
427.254,1961,8,SLE,,
432.518,1961,9,SLE,,
241.732,1961,10,SLE,,
94.6446,1961,11,SLE,,
3.96372,1961,12,SLE,,
3.08162,1962,1,SLE,,
8.28872,1962,2,SLE,,
34.6819,1962,3,SLE,,
146.699,1962,4,SLE,,
274.326,1962,5,SLE,,
312.186,1962,6,SLE,,
421.728,1962,7,SLE,,
576.836,1962,8,SLE,,
436.494,1962,9,SLE,,
259.21,1962,10,SLE,,
214.188,1962,11,SLE,,
8.01764,1962,12,SLE,,
15.5931,1963,1,SLE,,
67.6953,1963,2,SLE,,
63.0427,1963,3,SLE,,
69.6713,1963,4,SLE,,
183.87,1963,5,SLE,,
253.659,1963,6,SLE,,
706.089,1963,7,SLE,,
513.104,1963,8,SLE,,
384.465,1963,9,SLE,,
327.732,1963,10,SLE,,
83.5161,1963,11,SLE,,
12.1361,1963,12,SLE,,
10.6104,1964,1,SLE,,
9.25426,1964,2,SLE,,
42.5164,1964,3,SLE,,
53.0493,1964,4,SLE,,
214.76,1964,5,SLE,,
297.023,1964,6,SLE,,
416.679,1964,7,SLE,,
546.503,1964,8,SLE,,
459.964,1964,9,SLE,,
207.591,1964,10,SLE,,
97.514,1964,11,SLE,,
58.5792,1964,12,SLE,,
20.9192,1965,1,SLE,,
12.1102,1965,2,SLE,,
22.9594,1965,3,SLE,,
89.5841,1965,4,SLE,,
229.828,1965,5,SLE,,
333.367,1965,6,SLE,,
331.542,1965,7,SLE,,
557.628,1965,8,SLE,,
419.879,1965,9,SLE,,
303.13,1965,10,SLE,,
96.2603,1965,11,SLE,,
2.46487,1965,12,SLE,,
0.15583,1966,1,SLE,,
11.0068,1966,2,SLE,,
51.8809,1966,3,SLE,,
89.6695,1966,4,SLE,,
264.212,1966,5,SLE,,
337.839,1966,6,SLE,,
798.17,1966,7,SLE,,
518.965,1966,8,SLE,,
532.963,1966,9,SLE,,
371.651,1966,10,SLE,,
127.27,1966,11,SLE,,
40.3933,1966,12,SLE,,
1.21044,1967,1,SLE,,
4.68714,1967,2,SLE,,
14.0325,1967,3,SLE,,
112.739,1967,4,SLE,,
194.66,1967,5,SLE,,
531.627,1967,6,SLE,,
330.471,1967,7,SLE,,
495.956,1967,8,SLE,,
426.536,1967,9,SLE,,
363.077,1967,10,SLE,,
100.057,1967,11,SLE,,
10.3162,1967,12,SLE,,
5.04517,1968,1,SLE,,
46.6616,1968,2,SLE,,
25.1116,1968,3,SLE,,
89.6921,1968,4,SLE,,
315.715,1968,5,SLE,,
350.962,1968,6,SLE,,
521.361,1968,7,SLE,,
487.246,1968,8,SLE,,
488.675,1968,9,SLE,,
304.385,1968,10,SLE,,
129.365,1968,11,SLE,,
49.6157,1968,12,SLE,,
1.93647,1969,1,SLE,,
13.8744,1969,2,SLE,,
103.153,1969,3,SLE,,
115.54,1969,4,SLE,,
199.679,1969,5,SLE,,
324.899,1969,6,SLE,,
449.716,1969,7,SLE,,
585.81,1969,8,SLE,,
404.649,1969,9,SLE,,
366.921,1969,10,SLE,,
104.465,1969,11,SLE,,
18.0859,1969,12,SLE,,
3.548,1970,1,SLE,,
19.91,1970,2,SLE,,
52.6535,1970,3,SLE,,
84.5079,1970,4,SLE,,
245.485,1970,5,SLE,,
252.565,1970,6,SLE,,
441.465,1970,7,SLE,,
421.909,1970,8,SLE,,
401.475,1970,9,SLE,,
202.011,1970,10,SLE,,
107.866,1970,11,SLE,,
13.4488,1970,12,SLE,,
0.64637,1971,1,SLE,,
8.34595,1971,2,SLE,,
13.5941,1971,3,SLE,,
170.828,1971,4,SLE,,
125.83,1971,5,SLE,,
215.038,1971,6,SLE,,
383.346,1971,7,SLE,,
469.528,1971,8,SLE,,
457.392,1971,9,SLE,,
242.242,1971,10,SLE,,
110.735,1971,11,SLE,,
64.8171,1971,12,SLE,,
10.2471,1972,1,SLE,,
7.85861,1972,2,SLE,,
54.8188,1972,3,SLE,,
109.782,1972,4,SLE,,
246.948,1972,5,SLE,,
303.104,1972,6,SLE,,
354.571,1972,7,SLE,,
468.286,1972,8,SLE,,
356.321,1972,9,SLE,,
283.013,1972,10,SLE,,
58.7675,1972,11,SLE,,
5.68619,1972,12,SLE,,
0.18752,1973,1,SLE,,
4.64406,1973,2,SLE,,
56.5055,1973,3,SLE,,
79.7129,1973,4,SLE,,
292.015,1973,5,SLE,,
225.026,1973,6,SLE,,
338.525,1973,7,SLE,,
488.993,1973,8,SLE,,
382.313,1973,9,SLE,,
280.522,1973,10,SLE,,
116.738,1973,11,SLE,,
12.4533,1973,12,SLE,,
0.06772,1974,1,SLE,,
4.78533,1974,2,SLE,,
20.9796,1974,3,SLE,,
75.528,1974,4,SLE,,
161.228,1974,5,SLE,,
269.878,1974,6,SLE,,
719.507,1974,7,SLE,,
407.517,1974,8,SLE,,
403.406,1974,9,SLE,,
296.489,1974,10,SLE,,
73.5726,1974,11,SLE,,
5.1891,1974,12,SLE,,
0.3818,1975,1,SLE,,
12.3346,1975,2,SLE,,
39.0409,1975,3,SLE,,
123.158,1975,4,SLE,,
198.451,1975,5,SLE,,
250.265,1975,6,SLE,,
427.423,1975,7,SLE,,
483.175,1975,8,SLE,,
472.351,1975,9,SLE,,
265.62,1975,10,SLE,,
46.4078,1975,11,SLE,,
24.555,1975,12,SLE,,
14.4041,1976,1,SLE,,
16.7201,1976,2,SLE,,
33.5275,1976,3,SLE,,
147.363,1976,4,SLE,,
203.562,1976,5,SLE,,
341.086,1976,6,SLE,,
260.966,1976,7,SLE,,
471.273,1976,8,SLE,,
403.657,1976,9,SLE,,
402.133,1976,10,SLE,,
131.879,1976,11,SLE,,
5.80034,1976,12,SLE,,
6.88795,1977,1,SLE,,
3.81666,1977,2,SLE,,
36.4841,1977,3,SLE,,
56.4598,1977,4,SLE,,
194.785,1977,5,SLE,,
