pr,"	Year", Month, Country, ISO3, ISO2
19.2458,1920,8,TLS,,
19.5537,1920,9,TLS,,
38.3794,1920,10,TLS,,
160.755,1920,11,TLS,,
187.581,1920,12,TLS,,
248.944,1921,1,TLS,,
261.988,1921,2,TLS,,
310.506,1921,3,TLS,,
42.2332,1921,4,TLS,,
33.0945,1921,5,TLS,,
287.848,1921,6,TLS,,
15.3977,1921,7,TLS,,
5.05149,1921,8,TLS,,
23.166,1921,9,TLS,,
132.779,1921,10,TLS,,
81.8213,1921,11,TLS,,
194.596,1921,12,TLS,,
292.652,1922,1,TLS,,
203.14,1922,2,TLS,,
346.773,1922,3,TLS,,
59.23,1922,4,TLS,,
38.4339,1922,5,TLS,,
40.2837,1922,6,TLS,,
16.212,1922,7,TLS,,
4.76627,1922,8,TLS,,
15.6962,1922,9,TLS,,
39.6992,1922,10,TLS,,
85.3699,1922,11,TLS,,
229.319,1922,12,TLS,,
295.237,1923,1,TLS,,
155.966,1923,2,TLS,,
179.05,1923,3,TLS,,
55.5975,1923,4,TLS,,
117.181,1923,5,TLS,,
189.77,1923,6,TLS,,
50.8448,1923,7,TLS,,
2.68712,1923,8,TLS,,
3.88243,1923,9,TLS,,
30.4108,1923,10,TLS,,
98.8914,1923,11,TLS,,
429.738,1923,12,TLS,,
206.615,1924,1,TLS,,
144.706,1924,2,TLS,,
80.1416,1924,3,TLS,,
71.0402,1924,4,TLS,,
117.856,1924,5,TLS,,
64.5262,1924,6,TLS,,
20.8713,1924,7,TLS,,
6.05715,1924,8,TLS,,
6.59081,1924,9,TLS,,
52.175,1924,10,TLS,,
188.608,1924,11,TLS,,
173.839,1924,12,TLS,,
264.47,1925,1,TLS,,
229.3,1925,2,TLS,,
396.501,1925,3,TLS,,
159.465,1925,4,TLS,,
42.9131,1925,5,TLS,,
81.9195,1925,6,TLS,,
33.1066,1925,7,TLS,,
3.14097,1925,8,TLS,,
31.1153,1925,9,TLS,,
10.9457,1925,10,TLS,,
22.548,1925,11,TLS,,
211.277,1925,12,TLS,,
116.068,1926,1,TLS,,
211.206,1926,2,TLS,,
444.032,1926,3,TLS,,
270.068,1926,4,TLS,,
86.2766,1926,5,TLS,,
35.8065,1926,6,TLS,,
11.6041,1926,7,TLS,,
5.84857,1926,8,TLS,,
7.46077,1926,9,TLS,,
14.2968,1926,10,TLS,,
102.853,1926,11,TLS,,
254.572,1926,12,TLS,,
400,1927,1,TLS,,
165.818,1927,2,TLS,,
412.712,1927,3,TLS,,
60.4936,1927,4,TLS,,
72.7303,1927,5,TLS,,
48.9444,1927,6,TLS,,
21.8758,1927,7,TLS,,
21.0366,1927,8,TLS,,
5.50952,1927,9,TLS,,
12.5735,1927,10,TLS,,
90.9578,1927,11,TLS,,
195.023,1927,12,TLS,,
264.242,1928,1,TLS,,
172.385,1928,2,TLS,,
362.141,1928,3,TLS,,
112.21,1928,4,TLS,,
58.3411,1928,5,TLS,,
53.3682,1928,6,TLS,,
47.3421,1928,7,TLS,,
31.2828,1928,8,TLS,,
4.82655,1928,9,TLS,,
28.1171,1928,10,TLS,,
100.282,1928,11,TLS,,
394.756,1928,12,TLS,,
206.537,1929,1,TLS,,
131.698,1929,2,TLS,,
425.835,1929,3,TLS,,
93.4961,1929,4,TLS,,
45.136,1929,5,TLS,,
64.4513,1929,6,TLS,,
23.3164,1929,7,TLS,,
3.12032,1929,8,TLS,,
8.07759,1929,9,TLS,,
12.6404,1929,10,TLS,,
65.4994,1929,11,TLS,,
217.648,1929,12,TLS,,
148.534,1930,1,TLS,,
219.722,1930,2,TLS,,
159.668,1930,3,TLS,,
58.6427,1930,4,TLS,,
32.1561,1930,5,TLS,,
25.7425,1930,6,TLS,,
21.2608,1930,7,TLS,,
5.22806,1930,8,TLS,,
6.40487,1930,9,TLS,,
17.4065,1930,10,TLS,,
83.6121,1930,11,TLS,,
326.456,1930,12,TLS,,
253.997,1931,1,TLS,,
170.74,1931,2,TLS,,
283.027,1931,3,TLS,,
196.399,1931,4,TLS,,
141.223,1931,5,TLS,,
106.818,1931,6,TLS,,
17.7362,1931,7,TLS,,
21.1286,1931,8,TLS,,
8.38715,1931,9,TLS,,
28.0723,1931,10,TLS,,
46.7826,1931,11,TLS,,
195.855,1931,12,TLS,,
299.133,1932,1,TLS,,
175.855,1932,2,TLS,,
219.627,1932,3,TLS,,
47.9051,1932,4,TLS,,
100.512,1932,5,TLS,,
291.56,1932,6,TLS,,
9.39532,1932,7,TLS,,
5.66581,1932,8,TLS,,
4.02905,1932,9,TLS,,
26.1607,1932,10,TLS,,
134.857,1932,11,TLS,,
259.115,1932,12,TLS,,
154.979,1933,1,TLS,,
151.318,1933,2,TLS,,
449.292,1933,3,TLS,,
93.1539,1933,4,TLS,,
211.703,1933,5,TLS,,
188.739,1933,6,TLS,,
14.7027,1933,7,TLS,,
36.8865,1933,8,TLS,,
5.79185,1933,9,TLS,,
15.0441,1933,10,TLS,,
137.432,1933,11,TLS,,
276.04,1933,12,TLS,,
363.439,1934,1,TLS,,
240.43,1934,2,TLS,,
495.466,1934,3,TLS,,
124.262,1934,4,TLS,,
158.627,1934,5,TLS,,
59.6025,1934,6,TLS,,
134.345,1934,7,TLS,,
5.76908,1934,8,TLS,,
53.2372,1934,9,TLS,,
23.8939,1934,10,TLS,,
189.129,1934,11,TLS,,
93.3887,1934,12,TLS,,
270.546,1935,1,TLS,,
199.462,1935,2,TLS,,
248.397,1935,3,TLS,,
85.7388,1935,4,TLS,,
52.1041,1935,5,TLS,,
44.3667,1935,6,TLS,,
23.8533,1935,7,TLS,,
3.59813,1935,8,TLS,,
3.98925,1935,9,TLS,,
20.4496,1935,10,TLS,,
135.051,1935,11,TLS,,
327.217,1935,12,TLS,,
182.869,1936,1,TLS,,
207.932,1936,2,TLS,,
225.222,1936,3,TLS,,
80.5894,1936,4,TLS,,
98.3357,1936,5,TLS,,
129.651,1936,6,TLS,,
24.3936,1936,7,TLS,,
14.0599,1936,8,TLS,,
20.033,1936,9,TLS,,
14.8707,1936,10,TLS,,
197.947,1936,11,TLS,,
335.478,1936,12,TLS,,
278.477,1937,1,TLS,,
193.555,1937,2,TLS,,
477.114,1937,3,TLS,,
77.002,1937,4,TLS,,
42.3282,1937,5,TLS,,
316.75,1937,6,TLS,,
37.4372,1937,7,TLS,,
12.2403,1937,8,TLS,,
7.16246,1937,9,TLS,,
33.8732,1937,10,TLS,,
84.7762,1937,11,TLS,,
223.324,1937,12,TLS,,
455.715,1938,1,TLS,,
147.095,1938,2,TLS,,
107.848,1938,3,TLS,,
52.0176,1938,4,TLS,,
199.477,1938,5,TLS,,
137.895,1938,6,TLS,,
63.2176,1938,7,TLS,,
8.75872,1938,8,TLS,,
8.2616,1938,9,TLS,,
14.5184,1938,10,TLS,,
114.3,1938,11,TLS,,
201.948,1938,12,TLS,,
230.932,1939,1,TLS,,
206.046,1939,2,TLS,,
280.157,1939,3,TLS,,
104.938,1939,4,TLS,,
106.614,1939,5,TLS,,
179.071,1939,6,TLS,,
164.658,1939,7,TLS,,
11.5687,1939,8,TLS,,
4.09031,1939,9,TLS,,
84.8067,1939,10,TLS,,
107.825,1939,11,TLS,,
200.795,1939,12,TLS,,
214.875,1940,1,TLS,,
144.607,1940,2,TLS,,
231.075,1940,3,TLS,,
115.945,1940,4,TLS,,
49.682,1940,5,TLS,,
53.7932,1940,6,TLS,,
13.6047,1940,7,TLS,,
2.67349,1940,8,TLS,,
3.94054,1940,9,TLS,,
9.77509,1940,10,TLS,,
63.3897,1940,11,TLS,,
395.529,1940,12,TLS,,
192.783,1941,1,TLS,,
125.66,1941,2,TLS,,
259.708,1941,3,TLS,,
390.839,1941,4,TLS,,
127.334,1941,5,TLS,,
120.299,1941,6,TLS,,
24.787,1941,7,TLS,,
20.616,1941,8,TLS,,
4.2806,1941,9,TLS,,
40.665,1941,10,TLS,,
152.943,1941,11,TLS,,
286.137,1941,12,TLS,,
253.945,1942,1,TLS,,
214.087,1942,2,TLS,,
212.857,1942,3,TLS,,
109.516,1942,4,TLS,,
113.244,1942,5,TLS,,
82.6656,1942,6,TLS,,
44.1468,1942,7,TLS,,
16.3335,1942,8,TLS,,
25.9574,1942,9,TLS,,
47.1646,1942,10,TLS,,
122.612,1942,11,TLS,,
216.897,1942,12,TLS,,
250.936,1943,1,TLS,,
215.13,1943,2,TLS,,
214.089,1943,3,TLS,,
112.939,1943,4,TLS,,
112.755,1943,5,TLS,,
82.6656,1943,6,TLS,,
44.1468,1943,7,TLS,,
16.3335,1943,8,TLS,,
23.8017,1943,9,TLS,,
47.68,1943,10,TLS,,
122.465,1943,11,TLS,,
215.229,1943,12,TLS,,
251.83,1944,1,TLS,,
212.406,1944,2,TLS,,
215.06,1944,3,TLS,,
110.243,1944,4,TLS,,
112.755,1944,5,TLS,,
82.6656,1944,6,TLS,,
44.1468,1944,7,TLS,,
16.3335,1944,8,TLS,,
23.6426,1944,9,TLS,,
47.7188,1944,10,TLS,,
123.016,1944,11,TLS,,
217.734,1944,12,TLS,,
250.914,1945,1,TLS,,
214.241,1945,2,TLS,,
216.65,1945,3,TLS,,
111.301,1945,4,TLS,,
112.755,1945,5,TLS,,
82.6656,1945,6,TLS,,
44.5885,1945,7,TLS,,
16.3448,1945,8,TLS,,
23.5218,1945,9,TLS,,
47.885,1945,10,TLS,,
122.57,1945,11,TLS,,
216.269,1945,12,TLS,,
393.731,1946,1,TLS,,
143.451,1946,2,TLS,,
266.025,1946,3,TLS,,
36.5062,1946,4,TLS,,
36.9708,1946,5,TLS,,
96.497,1946,6,TLS,,
24.5563,1946,7,TLS,,
5.99667,1946,8,TLS,,
8.28756,1946,9,TLS,,
14.4158,1946,10,TLS,,
173.936,1946,11,TLS,,
137.437,1946,12,TLS,,
144.476,1947,1,TLS,,
264.114,1947,2,TLS,,
385.762,1947,3,TLS,,
101.1,1947,4,TLS,,
41.6411,1947,5,TLS,,
85.1573,1947,6,TLS,,
48.1772,1947,7,TLS,,
60.4013,1947,8,TLS,,
25.6605,1947,9,TLS,,
60.1844,1947,10,TLS,,
223.24,1947,11,TLS,,
231.156,1947,12,TLS,,
112.65,1948,1,TLS,,
201.882,1948,2,TLS,,
147.416,1948,3,TLS,,
257.43,1948,4,TLS,,
28.9057,1948,5,TLS,,
52.7068,1948,6,TLS,,
27.9395,1948,7,TLS,,
9.12563,1948,8,TLS,,
6.30329,1948,9,TLS,,
14.6652,1948,10,TLS,,
52.1179,1948,11,TLS,,
229.64,1948,12,TLS,,
376.477,1949,1,TLS,,
266.207,1949,2,TLS,,
126.782,1949,3,TLS,,
51.1628,1949,4,TLS,,
106.746,1949,5,TLS,,
68.0748,1949,6,TLS,,
24.4514,1949,7,TLS,,
5.78002,1949,8,TLS,,
8.0324,1949,9,TLS,,
23.8628,1949,10,TLS,,
123.254,1949,11,TLS,,
315.791,1949,12,TLS,,
484.652,1950,1,TLS,,
110.209,1950,2,TLS,,
222.341,1950,3,TLS,,
60.2849,1950,4,TLS,,
37.9896,1950,5,TLS,,
172.681,1950,6,TLS,,
19.3346,1950,7,TLS,,
13.6081,1950,8,TLS,,
8.54157,1950,9,TLS,,
122.598,1950,10,TLS,,
133.667,1950,11,TLS,,
310.61,1950,12,TLS,,
174.724,1951,1,TLS,,
280.976,1951,2,TLS,,
147.534,1951,3,TLS,,
23.1308,1951,4,TLS,,
41.5518,1951,5,TLS,,
183.744,1951,6,TLS,,
29.4259,1951,7,TLS,,
9.73235,1951,8,TLS,,
10.5047,1951,9,TLS,,
20.7511,1951,10,TLS,,
23.6431,1951,11,TLS,,
144.116,1951,12,TLS,,
330.77,1952,1,TLS,,
293.066,1952,2,TLS,,
243.972,1952,3,TLS,,
96.1506,1952,4,TLS,,
140.389,1952,5,TLS,,
24.7124,1952,6,TLS,,
20.2772,1952,7,TLS,,
2.84884,1952,8,TLS,,
3.06822,1952,9,TLS,,
15.4166,1952,10,TLS,,
146.978,1952,11,TLS,,
273.466,1952,12,TLS,,
224.516,1953,1,TLS,,
96.9104,1953,2,TLS,,
84.5966,1953,3,TLS,,
158.541,1953,4,TLS,,
116.661,1953,5,TLS,,
19.8344,1953,6,TLS,,
24.6746,1953,7,TLS,,
40.533,1953,8,TLS,,
1.76064,1953,9,TLS,,
27.1937,1953,10,TLS,,
49.4123,1953,11,TLS,,
140.97,1953,12,TLS,,
287.223,1954,1,TLS,,
204.889,1954,2,TLS,,
68.6976,1954,3,TLS,,
168.013,1954,4,TLS,,
93.0458,1954,5,TLS,,
151.03,1954,6,TLS,,
29.848,1954,7,TLS,,
32.3346,1954,8,TLS,,
27.9841,1954,9,TLS,,
106.19,1954,10,TLS,,
140.782,1954,11,TLS,,
387.613,1954,12,TLS,,
268.582,1955,1,TLS,,
352.444,1955,2,TLS,,
85.5385,1955,3,TLS,,
127.809,1955,4,TLS,,
364.141,1955,5,TLS,,
251.154,1955,6,TLS,,
84.1212,1955,7,TLS,,
13.0806,1955,8,TLS,,
6.49887,1955,9,TLS,,
55.6563,1955,10,TLS,,
286.698,1955,11,TLS,,
167.543,1955,12,TLS,,
444.593,1956,1,TLS,,
88.1717,1956,2,TLS,,
149.572,1956,3,TLS,,
223.784,1956,4,TLS,,
149.578,1956,5,TLS,,
118.01,1956,6,TLS,,
81.5682,1956,7,TLS,,
56.2436,1956,8,TLS,,
18.691,1956,9,TLS,,
79.2553,1956,10,TLS,,
135.191,1956,11,TLS,,
187.939,1956,12,TLS,,
204.408,1957,1,TLS,,
264.238,1957,2,TLS,,
270.189,1957,3,TLS,,
27.7643,1957,4,TLS,,
39.1906,1957,5,TLS,,
281.544,1957,6,TLS,,
61.4578,1957,7,TLS,,
2.30517,1957,8,TLS,,
0.41582,1957,9,TLS,,
26.1579,1957,10,TLS,,
57.1636,1957,11,TLS,,
288.904,1957,12,TLS,,
220.451,1958,1,TLS,,
203.98,1958,2,TLS,,
332.411,1958,3,TLS,,
76.8931,1958,4,TLS,,
58.1383,1958,5,TLS,,
37.5988,1958,6,TLS,,
32.0902,1958,7,TLS,,
7.23963,1958,8,TLS,,
6.80088,1958,9,TLS,,
61.6052,1958,10,TLS,,
92.3553,1958,11,TLS,,
147.529,1958,12,TLS,,
269.579,1959,1,TLS,,
203.115,1959,2,TLS,,
245.682,1959,3,TLS,,
162.546,1959,4,TLS,,
294.289,1959,5,TLS,,
158.999,1959,6,TLS,,
26.9758,1959,7,TLS,,
2.34249,1959,8,TLS,,
86.3297,1959,9,TLS,,
55.3723,1959,10,TLS,,
58.1629,1959,11,TLS,,
218.192,1959,12,TLS,,
290.176,1960,1,TLS,,
100.175,1960,2,TLS,,
171.537,1960,3,TLS,,
120.512,1960,4,TLS,,
278.729,1960,5,TLS,,
55.1239,1960,6,TLS,,
32.8911,1960,7,TLS,,
8.6967,1960,8,TLS,,
27.0581,1960,9,TLS,,
8.08693,1960,10,TLS,,
152.398,1960,11,TLS,,
128.918,1960,12,TLS,,
264.917,1961,1,TLS,,
483.83,1961,2,TLS,,
97.0272,1961,3,TLS,,
212.202,1961,4,TLS,,
156.282,1961,5,TLS,,
29.4756,1961,6,TLS,,
19.4679,1961,7,TLS,,
1.15975,1961,8,TLS,,
7.81681,1961,9,TLS,,
162.514,1961,10,TLS,,
121.872,1961,11,TLS,,
229.419,1961,12,TLS,,
385.273,1962,1,TLS,,
154.287,1962,2,TLS,,
103.909,1962,3,TLS,,
65.5021,1962,4,TLS,,
82.3484,1962,5,TLS,,
128.449,1962,6,TLS,,
22.9004,1962,7,TLS,,
2.3201,1962,8,TLS,,
5.67273,1962,9,TLS,,
48.0397,1962,10,TLS,,
127.106,1962,11,TLS,,
133.839,1962,12,TLS,,
237.49,1963,1,TLS,,
223.316,1963,2,TLS,,
423.755,1963,3,TLS,,
221.84,1963,4,TLS,,
114.283,1963,5,TLS,,
27.0363,1963,6,TLS,,
8.30975,1963,7,TLS,,
1.98758,1963,8,TLS,,
23.4778,1963,9,TLS,,
14.6053,1963,10,TLS,,
33.8446,1963,11,TLS,,
279.898,1963,12,TLS,,
153.038,1964,1,TLS,,
115.149,1964,2,TLS,,
233.143,1964,3,TLS,,
110.114,1964,4,TLS,,
244.974,1964,5,TLS,,
64.9828,1964,6,TLS,,
17.4043,1964,7,TLS,,
52.8338,1964,8,TLS,,
104.805,1964,9,TLS,,
192.988,1964,10,TLS,,
469.828,1964,11,TLS,,
192.907,1964,12,TLS,,
298.778,1965,1,TLS,,
194.187,1965,2,TLS,,
308.735,1965,3,TLS,,
27.9911,1965,4,TLS,,
79.1412,1965,5,TLS,,
63.1379,1965,6,TLS,,
9.7359,1965,7,TLS,,
1.21719,1965,8,TLS,,
0.38086,1965,9,TLS,,
4.80823,1965,10,TLS,,
10.0719,1965,11,TLS,,
205.598,1965,12,TLS,,
194.158,1966,1,TLS,,
304.16,1966,2,TLS,,
284.34,1966,3,TLS,,
33.0196,1966,4,TLS,,
80.5458,1966,5,TLS,,
98.2899,1966,6,TLS,,
5.79683,1966,7,TLS,,
11.7608,1966,8,TLS,,
2.1431,1966,9,TLS,,
7.49583,1966,10,TLS,,
82.9285,1966,11,TLS,,
158.858,1966,12,TLS,,
251.309,1967,1,TLS,,
135.214,1967,2,TLS,,
146.05,1967,3,TLS,,
25.975,1967,4,TLS,,
37.8125,1967,5,TLS,,
58.2267,1967,6,TLS,,
8.78669,1967,7,TLS,,
8.33617,1967,8,TLS,,
11.6771,1967,9,TLS,,
20.2076,1967,10,TLS,,
50.717,1967,11,TLS,,
385.285,1967,12,TLS,,
347.047,1968,1,TLS,,
282.859,1968,2,TLS,,
170.716,1968,3,TLS,,
108.229,1968,4,TLS,,
456.288,1968,5,TLS,,
257.054,1968,6,TLS,,
339.283,1968,7,TLS,,
82.6329,1968,8,TLS,,
5.46827,1968,9,TLS,,
38.0574,1968,10,TLS,,
89.7225,1968,11,TLS,,
265.737,1968,12,TLS,,
262.108,1969,1,TLS,,
237.007,1969,2,TLS,,
238.899,1969,3,TLS,,
30.8309,1969,4,TLS,,
63.3511,1969,5,TLS,,
140.846,1969,6,TLS,,
10.8586,1969,7,TLS,,
7.15859,1969,8,TLS,,
0.55337,1969,9,TLS,,
37.8289,1969,10,TLS,,
32.4021,1969,11,TLS,,
300.153,1969,12,TLS,,
183.33,1970,1,TLS,,
270.186,1970,2,TLS,,
373.478,1970,3,TLS,,
82.3761,1970,4,TLS,,
106.386,1970,5,TLS,,
88.5836,1970,6,TLS,,
13.6224,1970,7,TLS,,
3.02095,1970,8,TLS,,
70.735,1970,9,TLS,,
65.1364,1970,10,TLS,,
100.611,1970,11,TLS,,
291.397,1970,12,TLS,,
218.319,1971,1,TLS,,
207.713,1971,2,TLS,,
211.261,1971,3,TLS,,
123.77,1971,4,TLS,,
136.789,1971,5,TLS,,
35.6994,1971,6,TLS,,
7.64012,1971,7,TLS,,
5.15395,1971,8,TLS,,
17.9126,1971,9,TLS,,
80.7443,1971,10,TLS,,
119.737,1971,11,TLS,,
200.867,1971,12,TLS,,
126.093,1972,1,TLS,,
173.043,1972,2,TLS,,
212.581,1972,3,TLS,,
64.0589,1972,4,TLS,,
36.5086,1972,5,TLS,,
22.0241,1972,6,TLS,,
1.59944,1972,7,TLS,,
1.43005,1972,8,TLS,,
0.32124,1972,9,TLS,,
6.89607,1972,10,TLS,,
21.793,1972,11,TLS,,
140.374,1972,12,TLS,,
222.351,1973,1,TLS,,
79.4223,1973,2,TLS,,
199.653,1973,3,TLS,,
208.765,1973,4,TLS,,
121.066,1973,5,TLS,,
78.7474,1973,6,TLS,,
21.7965,1973,7,TLS,,
36.0717,1973,8,TLS,,
117.736,1973,9,TLS,,
16.6678,1973,10,TLS,,
208.214,1973,11,TLS,,
273.764,1973,12,TLS,,
242.571,1974,1,TLS,,
247.031,1974,2,TLS,,
237.841,1974,3,TLS,,
153.356,1974,4,TLS,,
126.636,1974,5,TLS,,
74.7007,1974,6,TLS,,
13.0987,1974,7,TLS,,
31.3047,1974,8,TLS,,
60.0334,1974,9,TLS,,
32.2223,1974,10,TLS,,
243.709,1974,11,TLS,,
317.455,1974,12,TLS,,
207.611,1975,1,TLS,,
137.577,1975,2,TLS,,
193.476,1975,3,TLS,,
139.938,1975,4,TLS,,
60.2839,1975,5,TLS,,
94.144,1975,6,TLS,,
67.7433,1975,7,TLS,,
19.63,1975,8,TLS,,
14.5355,1975,9,TLS,,
85.651,1975,10,TLS,,
170.505,1975,11,TLS,,
194.528,1975,12,TLS,,
245.15,1976,1,TLS,,
133.916,1976,2,TLS,,
258.486,1976,3,TLS,,
50.2727,1976,4,TLS,,
40.4113,1976,5,TLS,,
35.9956,1976,6,TLS,,
24.3214,1976,7,TLS,,
7.71364,1976,8,TLS,,
9.06641,1976,9,TLS,,
64.15,1976,10,TLS,,
86.6165,1976,11,TLS,,
318.522,1976,12,TLS,,
291.844,1977,1,TLS,,
237.646,1977,2,TLS,,
219.543,1977,3,TLS,,
87.0787,1977,4,TLS,,
82.8543,1977,5,TLS,,
60.1321,1977,6,TLS,,
9.44328,1977,7,TLS,,
3.25602,1977,8,TLS,,
6.97956,1977,9,TLS,,
7.22924,1977,10,TLS,,
120.772,1977,11,TLS,,
205.811,1977,12,TLS,,
198.786,1978,1,TLS,,
205.055,1978,2,TLS,,
173.165,1978,3,TLS,,
214.03,1978,4,TLS,,
231.065,1978,5,TLS,,
321.551,1978,6,TLS,,
233.296,1978,7,TLS,,
77.5106,1978,8,TLS,,
27.533,1978,9,TLS,,
15.5435,1978,10,TLS,,
67.0375,1978,11,TLS,,
241.641,1978,12,TLS,,
116.592,1979,1,TLS,,
195.76,1979,2,TLS,,
174.248,1979,3,TLS,,
55.047,1979,4,TLS,,
283.065,1979,5,TLS,,
95.715,1979,6,TLS,,
10.6594,1979,7,TLS,,
0.82332,1979,8,TLS,,
65.3439,1979,9,TLS,,
57.0879,1979,10,TLS,,
18.7553,1979,11,TLS,,
87.1311,1979,12,TLS,,
460.119,1980,1,TLS,,
322.399,1980,2,TLS,,
153.092,1980,3,TLS,,
80.6863,1980,4,TLS,,
37.794,1980,5,TLS,,
63.8637,1980,6,TLS,,
19.9332,1980,7,TLS,,
8.69096,1980,8,TLS,,
2.85834,1980,9,TLS,,
27.9356,1980,10,TLS,,
105.44,1980,11,TLS,,
236.744,1980,12,TLS,,
251.299,1981,1,TLS,,
91.7269,1981,2,TLS,,
101.572,1981,3,TLS,,
23.0636,1981,4,TLS,,
113.958,1981,5,TLS,,
68.6775,1981,6,TLS,,
88.0417,1981,7,TLS,,
16.8868,1981,8,TLS,,
28.1386,1981,9,TLS,,
17.9008,1981,10,TLS,,
238.496,1981,11,TLS,,
384.403,1981,12,TLS,,
296.863,1982,1,TLS,,
272.748,1982,2,TLS,,
296.145,1982,3,TLS,,
81.5127,1982,4,TLS,,
54.6966,1982,5,TLS,,
41.3017,1982,6,TLS,,
5.58389,1982,7,TLS,,
5.06737,1982,8,TLS,,
0.50969,1982,9,TLS,,
5.4074,1982,10,TLS,,
37.4173,1982,11,TLS,,
120.542,1982,12,TLS,,
145.555,1983,1,TLS,,
333.777,1983,2,TLS,,
268.4,1983,3,TLS,,
408.448,1983,4,TLS,,
73.0625,1983,5,TLS,,
78.7773,1983,6,TLS,,
16.2065,1983,7,TLS,,
3.35383,1983,8,TLS,,
4.19102,1983,9,TLS,,
126.212,1983,10,TLS,,
304.669,1983,11,TLS,,
106.408,1983,12,TLS,,
497.962,1984,1,TLS,,
305.575,1984,2,TLS,,
240.771,1984,3,TLS,,
132.968,1984,4,TLS,,
110.91,1984,5,TLS,,
38.0046,1984,6,TLS,,
19.6535,1984,7,TLS,,
5.52035,1984,8,TLS,,
19.6109,1984,9,TLS,,
41.3106,1984,10,TLS,,
117.601,1984,11,TLS,,
207.777,1984,12,TLS,,
148.987,1985,1,TLS,,
156.247,1985,2,TLS,,
147.632,1985,3,TLS,,
150.831,1985,4,TLS,,
55.2749,1985,5,TLS,,
87.0297,1985,6,TLS,,
11.9338,1985,7,TLS,,
7.72602,1985,8,TLS,,
5.43558,1985,9,TLS,,
36.647,1985,10,TLS,,
109.492,1985,11,TLS,,
180.281,1985,12,TLS,,
198.399,1986,1,TLS,,
234.546,1986,2,TLS,,
102.039,1986,3,TLS,,
55.5637,1986,4,TLS,,
41.0075,1986,5,TLS,,
142.477,1986,6,TLS,,
160.797,1986,7,TLS,,
20.3633,1986,8,TLS,,
15.779,1986,9,TLS,,
47.6,1986,10,TLS,,
118.647,1986,11,TLS,,
92.2124,1986,12,TLS,,
333.834,1987,1,TLS,,
192.604,1987,2,TLS,,
121.915,1987,3,TLS,,
42.4314,1987,4,TLS,,
92.9522,1987,5,TLS,,
18.8957,1987,6,TLS,,
38.192,1987,7,TLS,,
2.24962,1987,8,TLS,,
1.34147,1987,9,TLS,,
0.60986,1987,10,TLS,,
138.634,1987,11,TLS,,
121.949,1987,12,TLS,,
348.631,1988,1,TLS,,
193.109,1988,2,TLS,,
303.175,1988,3,TLS,,
47.9206,1988,4,TLS,,
27.062,1988,5,TLS,,
20.8744,1988,6,TLS,,
42.318,1988,7,TLS,,
19.0533,1988,8,TLS,,
31.0727,1988,9,TLS,,
11.0581,1988,10,TLS,,
154.78,1988,11,TLS,,
181.643,1988,12,TLS,,
128.951,1989,1,TLS,,
135.375,1989,2,TLS,,
120.734,1989,3,TLS,,
149.863,1989,4,TLS,,
53.325,1989,5,TLS,,
101.958,1989,6,TLS,,
37.4038,1989,7,TLS,,
13.4637,1989,8,TLS,,
9.58714,1989,9,TLS,,
29.59,1989,10,TLS,,
128.135,1989,11,TLS,,
159.144,1989,12,TLS,,
330.898,1990,1,TLS,,
136.154,1990,2,TLS,,
261.999,1990,3,TLS,,
80.8802,1990,4,TLS,,
124.475,1990,5,TLS,,
33.1066,1990,6,TLS,,
25.8684,1990,7,TLS,,
16.4924,1990,8,TLS,,
1.69801,1990,9,TLS,,
5.9745,1990,10,TLS,,
1.29933,1990,11,TLS,,
190.06,1990,12,TLS,,
242.329,1991,1,TLS,,
287.512,1991,2,TLS,,
85.5248,1991,3,TLS,,
154.576,1991,4,TLS,,
11.4633,1991,5,TLS,,
47.134,1991,6,TLS,,
54.6412,1991,7,TLS,,
2.43082,1991,8,TLS,,
0.01366,1991,9,TLS,,
5.05985,1991,10,TLS,,
69.9369,1991,11,TLS,,
158.662,1991,12,TLS,,
253.935,1992,1,TLS,,
167.232,1992,2,TLS,,
272.976,1992,3,TLS,,
159.952,1992,4,TLS,,
93.2244,1992,5,TLS,,
176.954,1992,6,TLS,,
6.85167,1992,7,TLS,,
6.21514,1992,8,TLS,,
0.64019,1992,9,TLS,,
3.73107,1992,10,TLS,,
112.379,1992,11,TLS,,
255.091,1992,12,TLS,,
268.904,1993,1,TLS,,
102.277,1993,2,TLS,,
246.743,1993,3,TLS,,
96.2792,1993,4,TLS,,
13.728,1993,5,TLS,,
63.3358,1993,6,TLS,,
5.23161,1993,7,TLS,,
0.90917,1993,8,TLS,,
3.63623,1993,9,TLS,,
2.44628,1993,10,TLS,,
88.2645,1993,11,TLS,,
197.128,1993,12,TLS,,
535.257,1994,1,TLS,,
241.651,1994,2,TLS,,
394.649,1994,3,TLS,,
55.2335,1994,4,TLS,,
26.8628,1994,5,TLS,,
17.9528,1994,6,TLS,,
7.64102,1994,7,TLS,,
4.35112,1994,8,TLS,,
0.21263,1994,9,TLS,,
5.51441,1994,10,TLS,,
16.6714,1994,11,TLS,,
245.856,1994,12,TLS,,
276.521,1995,1,TLS,,
232.801,1995,2,TLS,,
421.728,1995,3,TLS,,
146.646,1995,4,TLS,,
138.922,1995,5,TLS,,
177.767,1995,6,TLS,,
18.911,1995,7,TLS,,
6.33659,1995,8,TLS,,
0.79544,1995,9,TLS,,
50.5202,1995,10,TLS,,
