pr,"	Year", Month, Country
18.0168,1901,1,KWT
8.77427,1901,2,KWT
18.2321,1901,3,KWT
14.9781,1901,4,KWT
3.59148,1901,5,KWT
0.47034,1901,6,KWT
0.6487,1901,7,KWT
0.49116,1901,8,KWT
0.43882,1901,9,KWT
1.41137,1901,10,KWT
8.28433,1901,11,KWT
16.2694,1901,12,KWT
17.3132,1902,1,KWT
9.06601,1902,2,KWT
11.6914,1902,3,KWT
16.5656,1902,4,KWT
3.00072,1902,5,KWT
0.50125,1902,6,KWT
0.46764,1902,7,KWT
0.49116,1902,8,KWT
0.39879,1902,9,KWT
4.45591,1902,10,KWT
32.3006,1902,11,KWT
19.0768,1902,12,KWT
15.7179,1903,1,KWT
13.7701,1903,2,KWT
13.2404,1903,3,KWT
19.8941,1903,4,KWT
3.21397,1903,5,KWT
0.45762,1903,6,KWT
0.46764,1903,7,KWT
0.87051,1903,8,KWT
0.43882,1903,9,KWT
1.23501,1903,10,KWT
7.74173,1903,11,KWT
17.4401,1903,12,KWT
19.1502,1904,1,KWT
10.1767,1904,2,KWT
17.0883,1904,3,KWT
13.4818,1904,4,KWT
7.49696,1904,5,KWT
0.45762,1904,6,KWT
0.46764,1904,7,KWT
0.49116,1904,8,KWT
0.39879,1904,9,KWT
1.26571,1904,10,KWT
8.0456,1904,11,KWT
23.7276,1904,12,KWT
16.7172,1905,1,KWT
13.2,1905,2,KWT
18.9147,1905,3,KWT
9.81076,1905,4,KWT
8.18429,1905,5,KWT
0.45762,1905,6,KWT
0.46764,1905,7,KWT
0.54379,1905,8,KWT
0.39879,1905,9,KWT
1.23501,1905,10,KWT
8.10664,1905,11,KWT
20.5713,1905,12,KWT
26.9308,1906,1,KWT
19.6333,1906,2,KWT
14.7057,1906,3,KWT
16.3192,1906,4,KWT
5.49812,1906,5,KWT
0.45762,1906,6,KWT
0.46764,1906,7,KWT
0.49116,1906,8,KWT
0.39879,1906,9,KWT
1.34094,1906,10,KWT
18.7992,1906,11,KWT
11.9883,1906,12,KWT
14.5318,1907,1,KWT
31.2297,1907,2,KWT
11.3032,1907,3,KWT
18.1772,1907,4,KWT
5.02781,1907,5,KWT
0.53856,1907,6,KWT
0.46764,1907,7,KWT
0.49116,1907,8,KWT
0.39879,1907,9,KWT
1.51964,1907,10,KWT
9.99778,1907,11,KWT
13.0952,1907,12,KWT
31.4914,1908,1,KWT
9.70128,1908,2,KWT
12.6472,1908,3,KWT
13.0931,1908,4,KWT
4.85111,1908,5,KWT
0.45762,1908,6,KWT
0.46764,1908,7,KWT
0.49116,1908,8,KWT
0.39879,1908,9,KWT
1.23501,1908,10,KWT
9.75962,1908,11,KWT
14.9484,1908,12,KWT
29.1417,1909,1,KWT
11.7157,1909,2,KWT
12.2426,1909,3,KWT
27.3679,1909,4,KWT
3.11749,1909,5,KWT
0.55685,1909,6,KWT
0.46764,1909,7,KWT
0.49116,1909,8,KWT
0.39879,1909,9,KWT
1.30663,1909,10,KWT
14.6464,1909,11,KWT
36.2476,1909,12,KWT
28.6439,1910,1,KWT
11.0444,1910,2,KWT
26.5886,1910,3,KWT
10.1776,1910,4,KWT
4.10845,1910,5,KWT
0.45762,1910,6,KWT
0.73636,1910,7,KWT
0.49116,1910,8,KWT
0.39879,1910,9,KWT
1.23501,1910,10,KWT
8.59594,1910,11,KWT
19.5131,1910,12,KWT
26.9664,1911,1,KWT
9.778,1911,2,KWT
37.382,1911,3,KWT
11.8874,1911,4,KWT
3.0294,1911,5,KWT
0.45762,1911,6,KWT
0.46764,1911,7,KWT
0.49116,1911,8,KWT
0.39879,1911,9,KWT
1.23501,1911,10,KWT
25.8955,1911,11,KWT
19.9321,1911,12,KWT
27.5293,1912,1,KWT
11.882,1912,2,KWT
11.2702,1912,3,KWT
21.5071,1912,4,KWT
2.99954,1912,5,KWT
0.82974,1912,6,KWT
0.46764,1912,7,KWT
0.49116,1912,8,KWT
0.39879,1912,9,KWT
1.23501,1912,10,KWT
7.67365,1912,11,KWT
28.6979,1912,12,KWT
24.0021,1913,1,KWT
20.6973,1913,2,KWT
9.97432,1913,3,KWT
10.4107,1913,4,KWT
4.1311,1913,5,KWT
0.45762,1913,6,KWT
0.46764,1913,7,KWT
0.49116,1913,8,KWT
0.43882,1913,9,KWT
1.23501,1913,10,KWT
14.3433,1913,11,KWT
27.3297,1913,12,KWT
18.3072,1914,1,KWT
21.6967,1914,2,KWT
13.5446,1914,3,KWT
25.9236,1914,4,KWT
3.02208,1914,5,KWT
0.91057,1914,6,KWT
0.6487,1914,7,KWT
0.49116,1914,8,KWT
0.39879,1914,9,KWT
1.43869,1914,10,KWT
24.1718,1914,11,KWT
14.6436,1914,12,KWT
15.9286,1915,1,KWT
12.3304,1915,2,KWT
40.7395,1915,3,KWT
32.2463,1915,4,KWT
3.43467,1915,5,KWT
0.45762,1915,6,KWT
0.70774,1915,7,KWT
0.54379,1915,8,KWT
0.39879,1915,9,KWT
1.23186,1915,10,KWT
7.727,1915,11,KWT
11.54,1915,12,KWT
29.1195,1916,1,KWT
13.934,1916,2,KWT
15.6362,1916,3,KWT
15.6043,1916,4,KWT
3.18966,1916,5,KWT
0.45762,1916,6,KWT
0.6487,1916,7,KWT
0.49116,1916,8,KWT
0.39879,1916,9,KWT
1.28815,1916,10,KWT
7.89306,1916,11,KWT
15.9254,1916,12,KWT
29.5281,1917,1,KWT
16.0367,1917,2,KWT
9.25501,1917,3,KWT
9.79624,1917,4,KWT
3.07656,1917,5,KWT
0.45762,1917,6,KWT
0.6487,1917,7,KWT
0.54379,1917,8,KWT
0.39879,1917,9,KWT
1.24329,1917,10,KWT
7.727,1917,11,KWT
20.4798,1917,12,KWT
18.6312,1918,1,KWT
14.8332,1918,2,KWT
21.2842,1918,3,KWT
18.4844,1918,4,KWT
4.76647,1918,5,KWT
0.45762,1918,6,KWT
0.6487,1918,7,KWT
0.49116,1918,8,KWT
0.39879,1918,9,KWT
1.33679,1918,10,KWT
9.51743,1918,11,KWT
20.9857,1918,12,KWT
22.8331,1919,1,KWT
17.3969,1919,2,KWT
8.97723,1919,3,KWT
27.9986,1919,4,KWT
7.97164,1919,5,KWT
0.45762,1919,6,KWT
0.6487,1919,7,KWT
0.54379,1919,8,KWT
0.43882,1919,9,KWT
1.27092,1919,10,KWT
7.727,1919,11,KWT
17.8141,1919,12,KWT
33.1545,1920,1,KWT
29.6998,1920,2,KWT
9.23408,1920,3,KWT
10.1578,1920,4,KWT
3.02326,1920,5,KWT
0.45762,1920,6,KWT
0.6487,1920,7,KWT
0.49116,1920,8,KWT
0.43882,1920,9,KWT
1.25028,1920,10,KWT
11.6255,1920,11,KWT
27.0434,1920,12,KWT
20.9376,1921,1,KWT
11.7107,1921,2,KWT
9.55661,1921,3,KWT
12.2123,1921,4,KWT
7.24871,1921,5,KWT
0.45762,1921,6,KWT
0.6487,1921,7,KWT
0.49116,1921,8,KWT
0.39879,1921,9,KWT
