,year,country_code,reported_cases,region_x,reported_deaths,region_y,population,tx_resistance,tx_resistance_int,number_nets,point_prevalence
527,2013,NIC,1194.0,AMR,0.0,AMR,5945747.0,No,0.0,0.0,0.00020081581002353446
528,2011,ECU,1219.0,AMR,2.0,AMR,15177355.0,Yes,1.0,0.0,8.031702493616312e-05
529,2011,ECU,1219.0,AMR,2.0,AMR,15177355.0,No,0.0,0.0,8.031702493616312e-05
530,2007,PAN,1281.0,AMR,1.0,AMR,3453807.0,Not tested/reported,0.0,0.0,0.00037089507317577386
531,2002,DOM,1296.0,AMR,11.0,AMR,8832285.0,Not tested/reported,0.0,0.0,0.00014673439545938565
532,2005,LKA,1640.0,SEAR,0.0,SEAR,19373000.0,Not tested/reported,0.0,0.0,8.465389975739431e-05
533,2006,PAN,1663.0,AMR,1.0,AMR,3391905.0,Not tested/reported,0.0,0.0,0.0004902849578629118
534,2014,STP,1754.0,AFR,0.0,AFR,191266.0, Not tested/reported,0.0,0.0,0.009170474626959314
535,2014,STP,1754.0,AFR,0.0,AFR,191266.0,No,0.0,0.0,0.009170474626959314
536,2002,KOR,1799.0,WPR,0.0,WPR,47644736.0,Not tested/reported,0.0,0.0,3.7758630880019985e-05
537,2008,DOM,1840.0,AMR,11.0,AMR,9636520.0,Not tested/reported,0.0,0.0,0.00019094029794988233
538,2009,SUR,2380.0,AMR,0.0,AMR,520619.0,Not tested/reported,0.0,0.0,0.004571481255966455
539,2007,STP,2421.0,AFR,3.0,AFR,163101.0,Not tested/reported,0.0,0.0,0.014843563190906248
540,2004,COD,2684.0,AFR,13613.0,AFR,53034217.0,Not tested/reported,0.0,0.0,5.0608836178348785e-05
541,2009,MEX,2703.0,AMR,0.0,AMR,115505228.0,Not tested/reported,0.0,0.0,2.3401538153753526e-05
542,2006,DOM,3525.0,AMR,10.0,AMR,9371338.0,Not tested/reported,0.0,0.0,0.0003761469280053713
543,2005,CRI,3541.0,AMR,0.0,AMR,4247841.0,Not tested/reported,0.0,0.0,0.0008335999393574288
544,2008,VUT,3765.0,WPR,4.0,WPR,225340.0,Not tested/reported,0.0,0.0,0.01670808555959883
545,2003,MEX,3819.0,AMR,0.0,AMR,105640453.0,Not tested/reported,0.0,0.0,3.6150924116162206e-05
546,2008,ECU,4891.0,AMR,5.0,AMR,14447562.0,Not tested/reported,0.0,0.0,0.0003385346261189258
547,2014,PHL,4903.0,WPR,10.0,WPR,100102249.0, Not tested/reported,0.0,0.0,4.8979918523109304e-05
548,2003,DJI,5036.0,EMR,,,758615.0,Not tested/reported,0.0,0.0,0.00663841342446432
549,2004,PAN,5095.0,AMR,2.0,AMR,3269541.0,Not tested/reported,0.0,0.0,0.0015583227125764748
550,2004,MYS,6154.0,WPR,35.0,WPR,25174109.0,Not tested/reported,0.0,0.0,0.00024445750989637806
551,2009,STP,6182.0,AFR,23.0,AFR,170813.0,Not tested/reported,0.0,0.0,0.036191624759239635
552,2007,ZAF,6327.0,AFR,37.0,AFR,48883844.99,Not tested/reported,0.0,0.0,0.00012942926239321585
553,2001,NPL,6396.0,SEAR,1.0,SEAR,24161777.0,Not tested/reported,0.0,0.0,0.00026471562915260746
554,2001,NPL,6396.0,SEAR,1.0,SEAR,24161777.0,No,0.0,0.0,0.00026471562915260746
555,2014,BOL,7401.0,AMR,1.0,AMR,10562159.0, Not tested/reported,0.0,0.0,0.0007007090122388804
556,2012,BOL,7415.0,AMR,0.0,AMR,10239004.0,Not tested/reported,0.0,0.0,0.000724191532692047
557,2002,COG,7676.5,AFR,,,3407180.0,Yes,1.0,0.0,0.0022530362352443955
558,2002,COG,7676.5,AFR,,,3407180.0,Not tested/reported,0.0,0.0,0.0022530362352443955
559,2012,TCD,7710.0,AFR,1359.0,AFR,12705135.0,Not tested/reported,0.0,0.0,0.0006068412496207243
560,2009,HND,9313.0,AMR,1.0,AMR,8035021.0,Not tested/reported,0.0,0.0,0.0011590511088894477
561,2003,NPL,9506.0,SEAR,5.0,SEAR,24950623.0,Not tested/reported,0.0,0.0,0.0003809924906484299
562,2001,HTI,9837.0,AMR,70.0,AMR,8692567.0,Not tested/reported,0.0,0.0,0.001131656506070071
563,2011,ZAF,9866.0,AFR,54.0,AFR,51729345.36,Not tested/reported,0.0,0.0,0.00019072346520798887
564,2014,ZAF,11705.0,AFR,174.0,AFR,54146734.74,No,0.0,0.0,0.00021617185332051288
565,2014,ZAF,11705.0,AFR,174.0,AFR,54146734.74, Not tested/reported,0.0,0.0,0.00021617185332051288
566,2009,ERI,11759.0,AFR,23.0,AFR,4310334.0,Yes,1.0,0.0,0.0027280948529742706
567,2009,ERI,11759.0,AFR,23.0,AFR,4310334.0,Not tested/reported,0.0,0.0,0.0027280948529742706
568,2009,ERI,11759.0,AFR,23.0,AFR,4310334.0,No,0.0,0.0,0.0027280948529742706
569,2006,ZAF,12098.0,AFR,87.0,AFR,48233804.48,Not tested/reported,0.0,0.0,0.0002508199411268999
570,2014,GUY,12354.0,AMR,11.0,AMR,763393.0, Not tested/reported,0.0,0.0,0.01618301451545927
571,2012,STP,12550.0,AFR,7.0,AFR,182889.0,Not tested/reported,0.0,0.0,0.06862085745998939
572,2005,IRN,14396.0,EMR,1.0,EMR,70421811.0,Not tested/reported,0.0,0.0,0.00020442530226892348
573,2005,IRN,14396.0,EMR,1.0,EMR,70421811.0,No,0.0,0.0,0.00020442530226892348
574,2002,SEN,14425.0,AFR,1226.0,AFR,10396861.0,Not tested/reported,0.0,0.0,0.0013874379969107983
575,2002,SEN,14425.0,AFR,1226.0,AFR,10396861.0,No,0.0,0.0,0.0013874379969107983
576,2009,LAO,14674.0,WPR,5.0,WPR,6152036.0,Not tested/reported,0.0,0.0,0.0023852266144086284
577,2006,GNB,15120.0,AFR,507.0,AFR,1412669.0,Not tested/reported,0.0,0.0,0.010703144190181847
578,2002,GIN,16561.0,AFR,440.0,AFR,9137345.0,Not tested/reported,0.0,0.0,0.0018124520853705316
579,2002,GIN,16561.0,AFR,440.0,AFR,9137345.0,No,0.0,0.0,0.0018124520853705316
580,2008,PRK,16611.0,SEAR,0.0,SEAR,24335146.0,Not tested/reported,0.0,0.0,0.0006825929871141928
581,2013,VNM,17128.0,WPR,6.0,WPR,89759500.0,Yes,1.0,0.0,0.0001908210273007314
582,2013,VNM,17128.0,WPR,6.0,WPR,89759500.0,Not tested/reported,0.0,0.0,0.0001908210273007314
583,2002,HND,17223.0,AMR,0.0,AMR,6863157.0,Not tested/reported,0.0,0.0,0.002509486523476004
584,2003,NAM,20295.0,AFR,1106.0,AFR,1986535.0,Not tested/reported,0.0,0.0,0.010216281112590516
585,2014,GNQ,20417.0,AFR,,,1129424.0,Yes,1.0,0.0,0.018077356245307343
586,2014,GNQ,20417.0,AFR,,,1129424.0,No,0.0,0.0,0.018077356245307343
587,2013,KHM,21309.0,WPR,12.0,WPR,15022692.0,Not tested/reported,0.0,0.0,0.0014184541625429051
588,2005,BFA,21335.0,AFR,5224.0,AFR,13421930.0,Not tested/reported,0.0,0.0,0.001589562752897683
589,2011,PER,25039.0,AMR,1.0,AMR,29759989.0,Not tested/reported,0.0,0.0,0.0008413645583000719
590,2009,SOM,25202.0,EMR,45.0,EMR,11707990.0,Yes,1.0,0.0,0.0021525471067194283
591,2009,SOM,25202.0,EMR,45.0,EMR,11707990.0,No,0.0,0.0,0.0021525471067194283
592,2013,CMR,26651.0,AFR,4349.0,AFR,21655715.0,Not tested/reported,0.0,0.0,0.0012306682092925586
593,2011,SLB,26657.0,WPR,19.0,WPR,539614.0,Not tested/reported,0.0,0.0,0.04940012675727464
594,2006,THA,30294.0,SEAR,113.0,SEAR,65824164.0,Not tested/reported,0.0,0.0,0.0004602261260773475
595,2006,GTM,31093.0,AMR,2.0,AMR,13397008.0,Not tested/reported,0.0,0.0,0.002320891351262909
596,2005,TCD,31668.0,AFR,558.0,AFR,10067009.0,Not tested/reported,0.0,0.0,0.0031457208392284145
597,2014,GAB,31900.0,AFR,159.0,AFR,1875713.0, Not tested/reported,0.0,0.0,0.01700686618901719
598,2009,VEN,35828.0,AMR,11.0,AMR,28587323.0,Not tested/reported,0.0,0.0,0.0012532827925161093
599,2010,ERI,35982.0,AFR,27.0,AFR,4390840.0,Yes,1.0,0.0,0.008194787329986972
600,2010,ERI,35982.0,AFR,27.0,AFR,4390840.0,Not tested/reported,0.0,0.0,0.008194787329986972
601,2006,VEN,37062.0,AMR,11.0,AMR,27239168.0,Not tested/reported,0.0,0.0,0.00136061424489911
602,2011,COG,37744.0,AFR,892.0,AFR,4512730.0,Not tested/reported,0.0,0.0,0.008363895025849099
603,2001,NAM,41636.0,AFR,1728.0,AFR,1933596.0,Not tested/reported,0.0,0.0,0.02153293655965362
604,2001,NAM,41636.0,AFR,1728.0,AFR,1933596.0,No,0.0,0.0,0.02153293655965362
605,2001,STP,42086.0,AFR,248.0,AFR,141622.0,Not tested/reported,0.0,0.0,0.29717134343534196
606,2003,STP,42656.0,AFR,193.0,AFR,148372.0,Not tested/reported,0.0,0.0,0.2874935971746691
607,2005,TLS,43093.0,SEAR,71.0,SEAR,1026484.0,Not tested/reported,0.0,0.0,0.04198117067582154
608,2013,PER,43468.0,AMR,4.0,AMR,30565716.0,Not tested/reported,0.0,0.0,0.001422116203657719
609,2013,PER,43468.0,AMR,4.0,AMR,30565716.0,Yes,1.0,0.0,0.001422116203657719
610,2004,CAF,46869.0,AFR,859.0,AFR,4055036.0,Not tested/reported,0.0,0.0,0.01155822044489864
611,2009,TLS,47527.0,SEAR,53.0,SEAR,1092021.0,Not tested/reported,0.0,0.0,0.043522056810262805
612,2009,TLS,47527.0,SEAR,53.0,SEAR,1092021.0,No,0.0,0.0,0.043522056810262805
613,2005,BGD,48121.0,SEAR,501.0,SEAR,143431101.0,Not tested/reported,0.0,0.0,0.000335499063065827
614,2007,TCD,48288.0,AFR,617.0,AFR,10775708.0,Not tested/reported,0.0,0.0,0.004481190470268868
615,2013,COM,53156.0,AFR,15.0,AFR,741500.0,Not tested/reported,0.0,0.0,0.07168712070128119
616,2000,GTM,53311.0,AMR,0.0,AMR,11650743.0,Not tested/reported,0.0,0.0,0.004575759674726325
617,2012,AFG,54840.0,EMR,36.0,EMR,30696958.0,Not tested/reported,0.0,0.0,0.0017864962384872142
618,2009,YEM,55446.0,EMR,38.0,EMR,22974929.0,No,0.0,0.0,0.0024133262827493395
619,2009,YEM,55446.0,EMR,38.0,EMR,22974929.0,Not tested/reported,0.0,0.0,0.0024133262827493395
620,2007,SLB,65404.0,WPR,15.0,WPR,492940.0,Not tested/reported,0.0,0.0,0.1326814622469266
621,2001,LKA,66522.0,SEAR,52.0,SEAR,18797000.0,Yes,1.0,0.0,0.003538968984412406
622,2004,GAB,70075.0,AFR,466.0,AFR,1364205.0,Not tested/reported,0.0,0.0,0.05136691333047452
623,2003,KHM,71265.0,WPR,492.0,WPR,12853124.0,Yes,1.0,0.0,0.0055445664415903866
624,2003,KHM,71265.0,WPR,492.0,WPR,12853124.0,Not tested/reported,0.0,0.0,0.0055445664415903866
625,2010,HTI,84153.0,AMR,8.0,AMR,9999617.0,Not tested/reported,0.0,0.0,0.008415622318334792
626,2008,BGD,84690.0,SEAR,154.0,SEAR,148805814.0,Not tested/reported,0.0,0.0,0.0005691309883900101
627,2003,PER,88408.0,AMR,9.0,AMR,26937738.0,Not tested/reported,0.0,0.0,0.003281938520598871
628,2011,YEM,90410.0,EMR,75.0,EMR,24252206.0,Not tested/reported,0.0,0.0,0.0037279082983213982
629,2010,YEM,106697.0,EMR,92.0,EMR,23606779.0,Yes,1.0,0.0,0.004519761039826738
630,2010,YEM,106697.0,EMR,92.0,EMR,23606779.0,No,0.0,0.0,0.004519761039826738
631,2010,YEM,106697.0,EMR,92.0,EMR,23606779.0,Not tested/reported,0.0,0.0,0.004519761039826738
632,2003,GIN,107925.0,AFR,586.0,AFR,9309848.0,Not tested/reported,0.0,0.0,0.011592563057957552
633,2005,AFG,116444.0,EMR,0.0,EMR,25070798.0,Not tested/reported,0.0,0.0,0.004644606844983554
634,2008,COG,117291.0,AFR,143.0,AFR,4115435.0,Not tested/reported,0.0,0.0,0.02850026789391644
635,2008,SLE,154459.0,AFR,871.0,AFR,6165372.0,Not tested/reported,0.0,0.0,0.025052665110880577
636,2009,SEN,165933.0,AFR,574.0,AFR,12550917.0,Yes,1.0,13450.0,0.013220786975166834
637,2009,SEN,165933.0,AFR,574.0,AFR,12550917.0,Yes,1.0,40000.0,0.013220786975166834
638,2009,SEN,165933.0,AFR,574.0,AFR,12550917.0,Yes,1.0,6550.0,0.013220786975166834
639,2009,SEN,165933.0,AFR,574.0,AFR,12550917.0,No,0.0,13450.0,0.013220786975166834
640,2009,SEN,165933.0,AFR,574.0,AFR,12550917.0,No,0.0,40000.0,0.013220786975166834
641,2009,SEN,165933.0,AFR,574.0,AFR,12550917.0,No,0.0,6550.0,0.013220786975166834
642,2003,COL,180956.0,AMR,118.0,AMR,42152151.0,Not tested/reported,0.0,0.0,0.004292924458350892
643,2009,BFA,182527.0,AFR,7982.0,AFR,15141099.0,Yes,1.0,1500.0,0.012055069450374772
644,2009,BFA,182527.0,AFR,7982.0,AFR,15141099.0,Yes,1.0,2000.0,0.012055069450374772
645,2009,BFA,182527.0,AFR,7982.0,AFR,15141099.0,Yes,1.0,40000.0,0.012055069450374772
646,2009,BFA,182527.0,AFR,7982.0,AFR,15141099.0,No,0.0,1500.0,0.012055069450374772
647,2009,BFA,182527.0,AFR,7982.0,AFR,15141099.0,No,0.0,2000.0,0.012055069450374772
648,2009,BFA,182527.0,AFR,7982.0,AFR,15141099.0,No,0.0,40000.0,0.012055069450374772
649,2010,ZWE,249379.0,AFR,255.0,AFR,14086317.0,Not tested/reported,0.0,0.0,0.017703633959110815
650,2014,IDN,252027.0,SEAR,64.0,SEAR,255131116.0,No,0.0,0.0,0.0009878332519816988
651,2014,IDN,252027.0,SEAR,64.0,SEAR,255131116.0, Not tested/reported,0.0,0.0,0.0009878332519816988
652,2008,IDN,266277.0,SEAR,669.0,SEAR,236159276.0,Not tested/reported,0.0,0.0,0.0011275314038479691
653,2001,IDN,267592.0,SEAR,,,214506502.0,Not tested/reported,0.0,0.0,0.0012474773375400993
654,2014,PAK,275149.0,EMR,56.0,EMR,185546257.0, Not tested/reported,0.0,0.0,0.0014829132338681453
655,2012,GIN,317200.0,AFR,979.0,AFR,11281469.0,Not tested/reported,0.0,0.0,0.028116905697298817
656,2012,GIN,317200.0,AFR,979.0,AFR,11281469.0,Yes,1.0,0.0,0.028116905697298817
657,2002,BDI,327138.0,AFR,483.0,AFR,6741569.0,Not tested/reported,0.0,0.0,0.04852549903442359
658,2007,IDN,333792.0,SEAR,,,232989141.0,Not tested/reported,0.0,8500.0,0.001432650459877012
659,2007,IDN,333792.0,SEAR,,,232989141.0,Not tested/reported,0.0,10000.0,0.001432650459877012
660,2008,TGO,344862.0,AFR,2663.0,AFR,6161796.0,Not tested/reported,0.0,500.0,0.05596777303240808
661,2006,IDN,347597.0,SEAR,494.0,SEAR,229838202.0,Not tested/reported,0.0,0.0,0.0015123552002029672
662,2002,ETH,427795.0,AFR,1607.0,AFR,70497192.0,Not tested/reported,0.0,0.0,0.0060682558817378145
663,2002,ETH,427795.0,AFR,1607.0,AFR,70497192.0,No,0.0,0.0,0.0060682558817378145
664,2009,MMR,436068.0,SEAR,972.0,SEAR,49800690.0,Not tested/reported,0.0,0.0,0.0087562642204355
665,2004,BRA,465004.0,AMR,102.0,AMR,184738458.0,Not tested/reported,0.0,0.0,0.0025170936524759775
666,2010,IDN,465764.0,SEAR,432.0,SEAR,242524123.0,Not tested/reported,0.0,4000.0,0.0019204852459151042
667,2004,RWA,589315.0,AFR,2362.0,AFR,8818438.0,Not tested/reported,0.0,0.0,0.06682759463750837
668,2005,BRA,606067.0,AMR,123.0,AMR,186917361.0,Not tested/reported,0.0,0.0,0.003242432895251501
669,2011,SLE,638859.0,AFR,3573.0,AFR,6611692.0,Not tested/reported,0.0,0.0,0.09662564438875858
670,2005,GHA,655093.0,AFR,2037.0,AFR,21542009.0,Yes,1.0,0.0,0.03041002350337891
671,2005,GHA,655093.0,AFR,2037.0,AFR,21542009.0,Not tested/reported,0.0,0.0,0.03041002350337891
672,2006,UGA,867398.0,AFR,4252.0,AFR,29550662.0,Yes,1.0,2000.0,0.0293529126352567
673,2006,UGA,867398.0,AFR,4252.0,AFR,29550662.0,Yes,1.0,10000.0,0.0293529126352567
674,2006,UGA,867398.0,AFR,4252.0,AFR,29550662.0,Not tested/reported,0.0,2000.0,0.0293529126352567
675,2006,UGA,867398.0,AFR,4252.0,AFR,29550662.0,Not tested/reported,0.0,10000.0,0.0293529126352567
676,2001,COM,879032.0,AFR,,,555888.0,Not tested/reported,0.0,0.0,1.581311343292174
677,2005,AGO,889572.0,AFR,13768.0,AFR,19552542.0,Not tested/reported,0.0,0.0,0.04549648838498851
678,2010,KEN,898531.0,AFR,26017.0,AFR,41350152.0,Yes,1.0,0.0,0.021729811295494148
679,2010,KEN,898531.0,AFR,26017.0,AFR,41350152.0,No,0.0,0.0,0.021729811295494148
680,2009,GHA,1104370.0,AFR,3378.0,AFR,23903831.0,Yes,1.0,1000.0,0.046200544172187295
681,2009,GHA,1104370.0,AFR,3378.0,AFR,23903831.0,No,0.0,1000.0,0.046200544172187295
682,2012,CIV,1140627.0,AFR,1534.0,AFR,21418603.0,Yes,1.0,0.0,0.05325403342132071
683,2011,IND,1310656.0,SEAR,754.0,SEAR,1247236029.0,Not tested/reported,0.0,7200.0,0.0010508484116281088
684,2014,SLE,1374476.0,AFR,2848.0,AFR,7079162.0, Not tested/reported,0.0,0.0,0.194158009097687
685,2013,GHA,1639451.0,AFR,2506.0,AFR,26346251.0,Yes,1.0,0.0,0.06222710775813986
686,2013,GHA,1639451.0,AFR,2506.0,AFR,26346251.0,No,0.0,0.0,0.06222710775813986
687,2012,ETH,1692578.0,AFR,1621.0,AFR,92444183.0,Yes,1.0,0.0,0.018309188799905344
688,2002,IND,1841227.0,SEAR,973.0,SEAR,1089807112.0,Yes,1.0,0.0,0.0016894980586252587
689,2002,IND,1841227.0,SEAR,973.0,SEAR,1089807112.0,Not tested/reported,0.0,0.0,0.0016894980586252587
690,2003,IND,1869403.0,SEAR,1006.0,SEAR,1108027848.0,Not tested/reported,0.0,0.0,0.001687144419135574
691,2003,IND,1869403.0,SEAR,1006.0,SEAR,1108027848.0,No,0.0,0.0,0.001687144419135574
692,2012,UGA,2662258.0,AFR,6585.0,AFR,36306796.0,Yes,1.0,0.0,0.0733267127179165
693,2012,UGA,2662258.0,AFR,6585.0,AFR,36306796.0,No,0.0,0.0,0.0733267127179165
694,2014,KEN,2808931.0,AFR,472.0,AFR,46024250.0,Yes,1.0,0.0,0.06103154315388083
695,2014,KEN,2808931.0,AFR,472.0,AFR,46024250.0,No,0.0,0.0,0.06103154315388083
696,2014,KEN,2808931.0,AFR,472.0,AFR,46024250.0, Not tested/reported,0.0,0.0,0.06103154315388083
697,2014,CIV,3712831.0,AFR,2069.0,AFR,22531350.0, Not tested/reported,0.0,0.0,0.1647851105237813
698,2013,BFA,3769051.0,AFR,6294.0,AFR,17072723.0,Yes,1.0,0.0,0.22076449081965424
699,2014,ZMB,4077547.0,AFR,3257.0,AFR,15620974.0,Yes,1.0,0.0,0.26103026610248503
700,2014,ZMB,4077547.0,AFR,3257.0,AFR,15620974.0,No,0.0,0.0,0.26103026610248503
701,2014,DZA,0.0,AFR,0.0,AFR,39113313.0, Not tested/reported,0.0,0.0,0.0
702,2012,PRY,0.0,AMR,0.0,AMR,6379219.0,Not tested/reported,0.0,0.0,0.0
703,2004,EGY,0.0,EMR,,,75381899.0,,0.0,0.0,0.0
704,2010,IRQ,0.0,EMR,0.0,EMR,30762701.0,,0.0,0.0,0.0
705,2006,OMN,0.0,EMR,0.0,EMR,2582991.0,,0.0,0.0,0.0
706,2006,SYR,0.0,EMR,2.0,EMR,18914977.0,,0.0,0.0,0.0
707,2010,SYR,0.0,EMR,0.0,EMR,21018834.0,,0.0,0.0,0.0
708,2008,ARM,0.0,EUR,0.0,EUR,2908220.0,,0.0,0.0,0.0
709,2012,GEO,0.0,EUR,0.0,EUR,3825000.0,,0.0,0.0,0.0
710,2007,RUS,0.0,EUR,3.0,EUR,142805088.0,,0.0,0.0,0.0
711,2011,RUS,0.0,EUR,1.0,EUR,142960868.0,,0.0,0.0,0.0
712,2008,TKM,0.0,EUR,0.0,EUR,4935762.0,,0.0,0.0,0.0
713,2014,UZB,0.0,EUR,0.0,EUR,30757700.0,Yes,1.0,0.0,0.0
714,2014,UZB,0.0,EUR,0.0,EUR,30757700.0,No,0.0,0.0,0.0
715,2011,PRY,1.0,AMR,0.0,AMR,6293783.0,Not tested/reported,0.0,0.0,1.5888695241002112e-07
716,2004,BHS,2.0,AMR,0.0,AMR,322526.0,,0.0,0.0,6.201050457947577e-06
717,2008,DZA,3.0,AFR,0.0,AFR,34860715.0,Not tested/reported,0.0,0.0,8.605675471659144e-08
718,2012,JAM,5.0,AMR,,,2840992.0,,0.0,0.0,1.7599486376589586e-06
719,2001,JAM,6.0,AMR,0.0,AMR,2677011.0,,0.0,0.0,2.241305695045706e-06
720,2000,JAM,7.0,AMR,0.0,AMR,2656864.0,,0.0,0.0,2.634685102436557e-06
721,2011,JAM,9.0,AMR,0.0,AMR,2829493.0,,0.0,0.0,3.1807818573857577e-06
722,2002,SYR,15.0,EMR,,,17087901.0,,0.0,0.0,8.778140744144058e-07
723,2014,BLZ,19.0,AMR,0.0,AMR,351694.0, Not tested/reported,0.0,0.0,5.40242369787372e-05
724,2010,OMN,24.0,EMR,0.0,EMR,3041460.0,,0.0,0.0,7.890947110926989e-06
725,2010,SAU,29.0,EMR,0.0,EMR,27425676.0,Not tested/reported,0.0,0.0,1.0574032888013407e-06
726,2000,DZA,35.0,AFR,2.0,AFR,31183660.0,Not tested/reported,0.0,0.0,1.1223826837516827e-06
727,2002,ARM,52.0,EUR,0.0,EUR,3033897.0,,0.0,0.0,1.713967217740088e-05
728,2008,SAU,61.0,EMR,0.0,EMR,25940770.0,Not tested/reported,0.0,0.0,2.3515107685700925e-06
729,2005,SLV,67.0,AMR,0.0,AMR,6028961.0,Not tested/reported,0.0,0.0,1.1113025942612665e-05
730,2009,AZE,78.0,EUR,0.0,EUR,8947243.0,Not tested/reported,0.0,0.0,8.717769261436177e-06
731,2013,CHN,86.0,WPR,23.0,WPR,1357380000.0,Not tested/reported,0.0,0.0,6.335735018933533e-08
732,2009,SWZ,106.0,AFR,13.0,AFR,1180675.0,Not tested/reported,0.0,0.0,8.977915175641053e-05
733,2011,LKA,124.0,SEAR,0.0,SEAR,20271000.0,Not tested/reported,0.0,0.0,6.117113117261112e-06
734,2006,AZE,143.0,EUR,0.0,EUR,8484550.0,Not tested/reported,0.0,0.0,1.685416433399532e-05
735,2008,TUR,166.0,EUR,3.0,EUR,70440032.0,Yes,1.0,0.0,2.3566144887611633e-06
736,2008,TUR,166.0,EUR,3.0,EUR,70440032.0,Not tested/reported,0.0,0.0,2.3566144887611633e-06
737,2007,DJI,210.0,EMR,1.0,EMR,809402.0,Not tested/reported,0.0,0.0,0.0002594508044210417
738,2000,GEO,245.0,EUR,,,4418300.0,,0.0,0.0,5.545119163479166e-05
739,2006,SAU,270.0,EMR,0.0,EMR,24578301.0,Not tested/reported,0.0,0.0,1.0985299594142003e-05
740,2003,SWZ,342.0,AFR,30.0,AFR,1087392.0,Not tested/reported,0.0,0.0,0.00031451399311379887
741,2001,SLV,362.0,AMR,0.0,AMR,5905962.0,Not tested/reported,0.0,0.0,6.129399410290821e-05
742,2007,ARG,387.0,AMR,0.0,AMR,39970224.0,Not tested/reported,0.0,0.0,9.682207435214774e-06
743,2003,KGZ,468.0,EUR,0.0,EUR,5043300.0,Not tested/reported,0.0,0.0,9.279638332044495e-05
744,2011,KOR,505.0,WPR,2.0,WPR,49936638.0,Not tested/reported,0.0,0.0,1.0112815364142056e-05
745,2014,KOR,557.0,WPR,0.0,WPR,50746659.0, Not tested/reported,0.0,0.0,1.0976092041842597e-05
746,2005,BWA,670.0,AFR,11.0,AFR,1855852.0,Not tested/reported,0.0,0.0,0.0003610201675564646
747,2003,CRI,718.0,AMR,0.0,AMR,4125971.0,Not tested/reported,0.0,0.0,0.00017401964289133395
748,2011,SUR,771.0,AMR,1.0,AMR,531589.0,Not tested/reported,0.0,0.0,0.0014503686118411028
749,2000,COD,897.0,AFR,3856.0,AFR,47076387.0,Not tested/reported,0.0,0.0,1.9054138542959976e-05
750,2009,MRT,940.0,AFR,91.0,AFR,3506288.0,Not tested/reported,0.0,0.0,0.0002680897861213911
751,2002,CRI,1021.0,AMR,0.0,AMR,4063204.0,Not tested/reported,0.0,0.0,0.0002512795321130812
752,2008,NAM,1092.0,AFR,152.0,AFR,2106375.0,Not tested/reported,0.0,0.0,0.0005184262061598718
753,2002,SAU,1210.0,EMR,0.0,EMR,21906308.0,Not tested/reported,0.0,0.0,5.52352317880311e-05
754,2010,KOR,1267.0,WPR,2.0,WPR,49554112.0,Not tested/reported,0.0,0.0,2.5568009371250564e-05
755,2003,PRY,1392.0,AMR,0.0,AMR,5607950.0,Not tested/reported,0.0,0.0,0.0002482190461755187
756,2005,BLZ,1549.0,AMR,0.0,AMR,283277.0,Not tested/reported,0.0,0.0,0.005468146019620371
757,2002,BWA,1640.0,AFR,23.0,AFR,1779953.0,Not tested/reported,0.0,0.0,0.000921372642985517
758,2002,BWA,1640.0,AFR,23.0,AFR,1779953.0,No,0.0,0.0,0.000921372642985517
759,2005,BTN,1825.0,SEAR,5.0,SEAR,656639.0,Not tested/reported,0.0,0.0,0.0027793049148771244
760,2012,MRT,1888.0,AFR,106.0,AFR,3830239.0,Not tested/reported,0.0,0.0,0.0004929196324302478
761,2012,NPL,2092.0,SEAR,0.0,SEAR,27649925.0,Not tested/reported,0.0,0.0,7.566024139305984e-05
762,2013,VUT,2381.0,WPR,0.0,WPR,253142.0,Not tested/reported,0.0,0.0,0.009405788055715764
763,2013,VUT,2381.0,WPR,0.0,WPR,253142.0,No,0.0,0.0,0.009405788055715764
764,2009,DJI,2686.0,EMR,0.0,EMR,836840.0,Not tested/reported,0.0,0.0,0.003209693609292099
765,2002,PRY,2778.0,AMR,0.0,AMR,5508611.0,Not tested/reported,0.0,0.0,0.000504301356548865
766,2011,CHN,3367.0,WPR,33.0,WPR,1344130000.0,Yes,1.0,0.0,2.5049660375112527e-06
767,2011,CHN,3367.0,WPR,33.0,WPR,1344130000.0,Not tested/reported,0.0,0.0,2.5049660375112527e-06
768,2008,CIV,3527.0,AFR,1249.0,AFR,19497986.0,Yes,1.0,0.0,0.00018089047761137995
769,2008,CIV,3527.0,AFR,1249.0,AFR,19497986.0,No,0.0,0.0,0.00018089047761137995
770,2004,LKA,3720.0,SEAR,1.0,SEAR,19228000.0,Yes,1.0,0.0,0.00019346785937174953
771,2005,DOM,3837.0,AMR,16.0,AMR,9237566.0,Not tested/reported,0.0,0.0,0.00041536915676705313
772,2007,MYS,4048.0,WPR,18.0,WPR,26625845.0,Not tested/reported,0.0,0.0,0.00015203273360901785
773,2007,PRK,4345.0,SEAR,0.0,SEAR,24203289.0,Not tested/reported,0.0,0.0,0.0001795210560019343
774,2011,VUT,4820.0,WPR,1.0,WPR,241871.0,Not tested/reported,0.0,0.0,0.019927978137106145
775,2013,NAM,4911.0,AFR,21.0,AFR,2316520.0,Not tested/reported,0.0,0.0,0.002119990330323071
776,2005,NPL,5050.0,SEAR,10.0,SEAR,25640287.0,Not tested/reported,0.0,0.0,0.00019695567370209234
777,2004,TUR,5302.0,EUR,0.0,EUR,67007855.0,Not tested/reported,0.0,0.0,7.912505183160989e-05
