,year,country_code,reported_cases,region_x,reported_deaths,region_y,population,tx_resistance,tx_resistance_int,number_nets,point_prevalence
1046,2002,VEN,29491.0,AMR,23.0,AMR,25408700.0,Not tested/reported,0.0,0.0,0.001160665441364572
1049,2000,STP,31975.0,AFR,254.0,AFR,138606.0,Not tested/reported,0.0,0.0,0.23068986912543468
1050,2011,HTI,32969.0,AMR,5.0,AMR,10145054.0,Not tested/reported,0.0,20000.0,0.003249760917980328
1051,2000,CAF,33411.0,AFR,439.0,AFR,3754986.0,Not tested/reported,0.0,0.0,0.008897769525638711
1052,2004,NAM,36043.0,AFR,1185.0,AFR,2009228.0,Not tested/reported,0.0,0.0,0.017938730696566044
1053,2003,THA,37355.0,SEAR,204.0,SEAR,64554952.0,Not tested/reported,0.0,0.0,0.0005786542913082795
1054,2003,THA,37355.0,SEAR,204.0,SEAR,64554952.0,No,0.0,0.0,0.0005786542913082795
1055,2001,TZA,38537.0,AFR,1228.0,AFR,35117019.0,Not tested/reported,0.0,0.0,0.0010973881353653623
1056,2000,LAO,40106.0,WPR,350.0,WPR,5329304.0,Not tested/reported,0.0,0.0,0.007525560561003839
1057,2007,VEN,41749.0,AMR,16.0,AMR,27691965.0,Not tested/reported,0.0,0.0,0.0015076214345930308
1058,2002,CAF,43093.0,AFR,,,3907612.0,Not tested/reported,0.0,0.0,0.011027962858134328
1059,2002,THA,44555.0,SEAR,361.0,SEAR,64073164.0,Not tested/reported,0.0,0.0,0.0006953769287872221
1060,2003,TCD,45195.0,AFR,1021.0,AFR,9353201.0,Not tested/reported,0.0,0.0,0.004832035577980202
1061,2012,CAF,46759.0,AFR,1442.0,AFR,4490416.0,Not tested/reported,0.0,0.0,0.010413066406319593
1062,2007,MDG,48497.0,AFR,428.0,AFR,19433523.0,Not tested/reported,0.0,11000.0,0.00249553310534585
1063,2012,GNB,50381.0,AFR,370.0,AFR,1638139.0,Not tested/reported,0.0,0.0,0.030755021399282968
1064,2004,PHL,50850.0,WPR,167.0,WPR,84678493.0,Not tested/reported,0.0,0.0,0.0006005066717472169
1065,2001,KHM,53601.0,WPR,476.0,WPR,12402473.0,Not tested/reported,0.0,0.0,0.004321799370173997
1066,2006,YEM,55000.0,EMR,73.0,EMR,21160534.0,Not tested/reported,0.0,0.0,0.0025991782627035782
1067,2003,GAB,58212.0,AFR,692.0,AFR,1328146.0,Not tested/reported,0.0,0.0,0.04382951874266835
1068,2009,BGD,63873.0,SEAR,47.0,SEAR,150454708.0,Not tested/reported,0.0,0.0,0.00042453307609357095
1069,2014,COG,66323.0,AFR,271.0,AFR,4871101.0,No,0.0,630532.0,0.013615607641886301
1070,2014,COG,66323.0,AFR,271.0,AFR,4871101.0, Not tested/reported,0.0,630532.0,0.013615607641886301
1071,2010,AFG,69397.0,EMR,22.0,EMR,28803167.0,Yes,1.0,0.0,0.0024093531103715087
1072,2010,AFG,69397.0,EMR,22.0,EMR,28803167.0,Not tested/reported,0.0,0.0,0.0024093531103715087
1073,2004,NER,76030.0,AFR,1333.0,AFR,13127012.0,Not tested/reported,0.0,0.0,0.0057918740380522235
1074,2013,VEN,78643.0,AMR,6.0,AMR,30317848.0,Not tested/reported,0.0,0.0,0.002593950599659976
1075,2011,PNG,84060.0,WPR,523.0,WPR,7269348.0,Not tested/reported,0.0,0.0,0.011563623037444348
1076,2000,PRK,90582.0,SEAR,,,22929075.0,Not tested/reported,0.0,0.0,0.003950530058451987
1077,2008,MDG,93234.0,AFR,355.0,AFR,19996469.0,Yes,1.0,0.0,0.004662523168465393
1078,2008,MDG,93234.0,AFR,355.0,AFR,19996469.0,No,0.0,0.0,0.004662523168465393
1079,2001,PNG,94484.0,WPR,562.0,WPR,5716152.0,Not tested/reported,0.0,0.0,0.016529301530120263
1080,2001,ECU,108903.0,AMR,84.0,AMR,12852755.0,Not tested/reported,0.0,0.0,0.008473125022611884
1081,2007,ZWE,116518.0,AFR,401.0,AFR,13329909.0,Not tested/reported,0.0,150.0,0.008741094931705835
1082,2012,COG,120319.0,AFR,623.0,AFR,4633363.0,Not tested/reported,0.0,0.0,0.025967963226710276
1083,2014,BRA,143415.0,AMR,36.0,AMR,204213133.0, Not tested/reported,0.0,0.0,0.0007022809840540471
1084,2014,BRA,143415.0,AMR,36.0,AMR,204213133.0,No,0.0,0.0,0.0007022809840540471
1085,2005,MMR,165737.0,SEAR,1707.0,SEAR,48482614.0,Not tested/reported,0.0,0.0,0.0034184831700699967
1086,2013,BRA,177767.0,AMR,41.0,AMR,202408632.0,Not tested/reported,0.0,0.0,0.0008782579984039416
1087,2013,BRA,177767.0,AMR,41.0,AMR,202408632.0,Yes,1.0,0.0,0.0008782579984039416
1088,2013,GIN,211257.0,AFR,108.0,AFR,11536615.0,Not tested/reported,0.0,0.0,0.018311870509677232
1089,2001,COL,231233.0,AMR,168.0,AMR,40988909.0,Not tested/reported,0.0,0.0,0.005641355323704762
1090,2007,NER,249027.0,AFR,1358.0,AFR,14668338.0,Not tested/reported,0.0,0.0,0.01697717900964649
1091,2002,IDN,273793.0,SEAR,,,217508059.0,Not tested/reported,0.0,0.0,0.0012587717496941114
1092,2002,IDN,273793.0,SEAR,,,217508059.0,No,0.0,0.0,0.0012587717496941114
1093,2014,PNG,281182.0,WPR,203.0,WPR,7755785.0, Not tested/reported,0.0,0.0,0.03625448616742213
1094,2011,MLI,307035.0,AFR,2128.0,AFR,15540989.0,Not tested/reported,0.0,22000.0,0.019756464662577137
1095,2005,BDI,327464.0,AFR,776.0,AFR,7423289.0,Not tested/reported,0.0,0.0,0.04411306093565803
1096,2005,BDI,327464.0,AFR,776.0,AFR,7423289.0,No,0.0,0.0,0.04411306093565803
1097,2013,SEN,345889.0,AFR,815.0,AFR,14120320.0,Yes,1.0,0.0,0.02449583295562707
1098,2013,SEN,345889.0,AFR,815.0,AFR,14120320.0,No,0.0,0.0,0.02449583295562707
1099,2014,MDG,365239.0,AFR,551.0,AFR,23589801.0,Yes,1.0,0.0,0.01548291992798074
1100,2014,MDG,365239.0,AFR,551.0,AFR,23589801.0, Not tested/reported,0.0,0.0,0.01548291992798074
1101,2009,IDN,418439.0,SEAR,900.0,SEAR,239340478.0,Not tested/reported,0.0,0.0,0.0017483001767883157
1102,2009,IDN,418439.0,SEAR,900.0,SEAR,239340478.0,Yes,1.0,0.0,0.0017483001767883157
1103,2009,IDN,418439.0,SEAR,900.0,SEAR,239340478.0,No,0.0,0.0,0.0017483001767883157
1104,2011,BFA,428113.0,AFR,7001.0,AFR,16081904.0,Not tested/reported,0.0,0.0,0.02662079067254723
1105,2011,BFA,428113.0,AFR,7001.0,AFR,16081904.0,Yes,1.0,0.0,0.02662079067254723
1106,2011,BFA,428113.0,AFR,7001.0,AFR,16081904.0,No,0.0,0.0,0.02662079067254723
1107,2003,ETH,463797.0,AFR,2138.0,AFR,72545144.0,Not tested/reported,0.0,0.0,0.006393219096787512
1108,2008,NER,496858.0,AFR,2461.0,AFR,15228525.0,Not tested/reported,0.0,0.0,0.03262679740815345
1109,2005,ETH,538942.0,AFR,1086.0,AFR,76727083.0,Yes,1.0,0.0,0.007024142961358247
1110,2005,ETH,538942.0,AFR,1086.0,AFR,76727083.0,Not tested/reported,0.0,0.0,0.007024142961358247
1111,2005,ETH,538942.0,AFR,1086.0,AFR,76727083.0,No,0.0,0.0,0.007024142961358247
1112,2004,ETH,578904.0,AFR,3327.0,AFR,74624405.0,Not tested/reported,0.0,0.0,0.007757569390335508
1113,2008,LBR,606952.0,AFR,345.0,AFR,3662993.0,Not tested/reported,0.0,9500.0,0.16569837834797937
1114,2008,LBR,606952.0,AFR,345.0,AFR,3662993.0,Not tested/reported,0.0,10000.0,0.16569837834797937
1115,2009,SLE,646808.0,AFR,1734.0,AFR,6310260.0,Not tested/reported,0.0,4000.0,0.10250100629768029
1116,2009,SLE,646808.0,AFR,1734.0,AFR,6310260.0,Not tested/reported,0.0,40000.0,0.10250100629768029
1117,2009,RWA,698745.0,AFR,809.0,AFR,9977446.0,Not tested/reported,0.0,0.0,0.07003245119041486
1118,2006,LBR,761415.0,AFR,877.0,AFR,3375838.0,Not tested/reported,0.0,0.0,0.22554844160175933
1119,2003,UGA,801784.0,AFR,,,26624820.0,Not tested/reported,0.0,0.0,0.030114156640307803
1120,2008,BDI,876741.0,AFR,595.0,AFR,8212264.0,Not tested/reported,0.0,0.0,0.10675996290426124
1121,2009,BEN,889597.0,AFR,1375.0,AFR,8944706.0,Yes,1.0,0.0,0.09945514139872233
1122,2009,BEN,889597.0,AFR,1375.0,AFR,8944706.0,No,0.0,0.0,0.09945514139872233
1123,2013,RWA,962618.0,AFR,409.0,AFR,11065151.0,Yes,1.0,0.0,0.08699546892762693
1124,2013,RWA,962618.0,AFR,409.0,AFR,11065151.0,No,0.0,0.0,0.08699546892762693
1125,2011,GHA,1041260.0,AFR,3259.0,AFR,25121796.0,Yes,1.0,1200.0,0.041448469687437955
1126,2011,GHA,1041260.0,AFR,3259.0,AFR,25121796.0,Yes,1.0,300.0,0.041448469687437955
1127,2011,GHA,1041260.0,AFR,3259.0,AFR,25121796.0,No,0.0,1200.0,0.041448469687437955
1128,2011,GHA,1041260.0,AFR,3259.0,AFR,25121796.0,No,0.0,300.0,0.041448469687437955
1129,2006,AGO,1082398.0,AFR,10220.0,AFR,20262399.0,Not tested/reported,0.0,0.0,0.053419044803135106
1130,2014,TGO,1130251.0,AFR,1205.0,AFR,7228915.0, Not tested/reported,0.0,0.0,0.15635140266554523
1131,2008,AGO,1377992.0,AFR,9465.0,AFR,21759420.0,Not tested/reported,0.0,0.0,0.06332852621990843
1132,2007,IND,1508927.0,SEAR,1311.0,SEAR,1179681239.0,Yes,1.0,0.0,0.0012790972256870824
1133,2007,IND,1508927.0,SEAR,1311.0,SEAR,1179681239.0,Not tested/reported,0.0,0.0,0.0012790972256870824
1134,2012,MWI,1564984.0,AFR,5516.0,AFR,16097305.0,Yes,1.0,268420.0,0.09722024897956522
1135,2012,MWI,1564984.0,AFR,5516.0,AFR,16097305.0,No,0.0,268420.0,0.09722024897956522
1136,2013,SLE,1701958.0,AFR,4326.0,AFR,6922079.0,Not tested/reported,0.0,0.0,0.24587381912283868
1137,2007,TZA,1845917.0,AFR,12593.0,AFR,41923715.0,Yes,1.0,2020.0,0.04403037755599665
1138,2007,TZA,1845917.0,AFR,12593.0,AFR,41923715.0,Not tested/reported,0.0,2020.0,0.04403037755599665
1139,2007,TZA,1845917.0,AFR,12593.0,AFR,41923715.0,No,0.0,2020.0,0.04403037755599665
1140,2003,TZA,1976614.0,AFR,15251.0,AFR,37149072.0,Not tested/reported,0.0,0.0,0.05320762790521389
1141,2013,KEN,2335286.0,AFR,360.0,AFR,44826849.0,Not tested/reported,0.0,0.0,0.052095698272256435
1142,2013,KEN,2335286.0,AFR,360.0,AFR,44826849.0,Yes,1.0,0.0,0.052095698272256435
1143,2013,KEN,2335286.0,AFR,360.0,AFR,44826849.0,No,0.0,0.0,0.052095698272256435
1144,2005,TZA,2764049.0,AFR,18322.0,AFR,39410545.0,Not tested/reported,0.0,0.0,0.07013475708087771
1145,2005,TZA,2764049.0,AFR,18322.0,AFR,39410545.0,No,0.0,0.0,0.07013475708087771
1146,2012,GHA,3755166.0,AFR,2855.0,AFR,25733049.0,Yes,1.0,0.0,0.14592775228462046
1147,2012,GHA,3755166.0,AFR,2855.0,AFR,25733049.0,No,0.0,0.0,0.14592775228462046
1148,2014,NGA,7826954.0,AFR,6082.0,AFR,176460502.0,Yes,1.0,0.0,0.044355274473830975
1149,2014,NGA,7826954.0,AFR,6082.0,AFR,176460502.0,No,0.0,0.0,0.044355274473830975
1150,2000,EGY,0.0,EMR,,,69905988.0,,0.0,0.0,0.0
1151,2002,EGY,0.0,EMR,,,72590118.0,,0.0,0.0,0.0
1152,2012,IRQ,0.0,EMR,0.0,EMR,32776571.0,,0.0,0.0,0.0
1153,2014,IRQ,0.0,EMR,0.0,EMR,35006080.0,,0.0,0.0,0.0
1154,2011,SYR,0.0,EMR,0.0,EMR,20863993.0,,0.0,0.0,0.0
1155,2013,SYR,0.0,EMR,1.0,EMR,19809141.0,,0.0,0.0,0.0
1156,2012,KGZ,0.0,EUR,0.0,EUR,5607200.0,Not tested/reported,0.0,0.0,0.0
1157,2014,KGZ,0.0,EUR,0.0,EUR,5835500.0, Not tested/reported,0.0,0.0,0.0
1158,2009,UZB,0.0,EUR,0.0,EUR,27767400.0,Not tested/reported,0.0,0.0,0.0
1159,2012,UZB,0.0,EUR,0.0,EUR,29774500.0,Not tested/reported,0.0,0.0,0.0
1160,2009,GEO,1.0,EUR,0.0,EUR,3978000.0,,0.0,0.0,2.513826043237808e-07
1161,2006,TKM,1.0,EUR,0.0,EUR,4810105.0,,0.0,0.0,2.078956696371493e-07
1162,2010,KGZ,3.0,EUR,0.0,EUR,5447900.0,Not tested/reported,0.0,0.0,5.506709007140366e-07
1163,2004,TKM,3.0,EUR,0.0,EUR,4703398.0,,0.0,0.0,6.378367299556618e-07
1164,2001,BHS,4.0,AMR,0.0,AMR,303135.0,,0.0,0.0,1.3195440975143088e-05
1165,2002,OMN,6.0,EMR,,,2334285.0,,0.0,0.0,2.5703802234945604e-06
1166,2000,SYR,6.0,EMR,,,16410848.0,,0.0,0.0,3.656118196939e-07
1167,2011,CRI,10.0,AMR,0.0,AMR,4600474.0,Not tested/reported,0.0,0.0,2.173689058996964e-06
1168,2000,KGZ,12.0,EUR,0.0,EUR,4898400.0,Not tested/reported,0.0,0.0,2.4497795198432143e-06
1169,2009,SLV,20.0,AMR,0.0,AMR,6137276.0,Not tested/reported,0.0,0.0,3.258774739803131e-06
1170,2008,JAM,22.0,AMR,0.0,AMR,2790122.0,,0.0,0.0,7.884959869138338e-06
1171,2007,UZB,30.0,EUR,1.0,EUR,26868000.0,Not tested/reported,0.0,0.0,1.1165698972755695e-06
1172,2008,SLV,33.0,AMR,0.0,AMR,6110301.0,Not tested/reported,0.0,0.0,5.4007159385437806e-06
1173,2014,CHN,56.0,WPR,24.0,WPR,1364270000.0, Not tested/reported,0.0,0.0,4.104759321835121e-08
1174,2008,SWZ,58.0,AFR,10.0,AFR,1158897.0,Not tested/reported,0.0,0.0,5.004758835340846e-05
1175,2008,AZE,72.0,EUR,0.0,EUR,8763400.0,Not tested/reported,0.0,0.0,8.215989227925235e-06
1176,2002,UZB,74.0,EUR,0.0,EUR,25271850.0,Not tested/reported,0.0,0.0,2.9281591968929857e-06
1177,2009,PRY,91.0,AMR,0.0,AMR,6127837.0,Not tested/reported,0.0,0.0,1.4850264457099626e-05
1178,2007,KGZ,96.0,EUR,0.0,EUR,5268400.0,Not tested/reported,0.0,0.0,1.8221851036367778e-05
1179,2005,UZB,102.0,EUR,0.0,EUR,26167000.0,Not tested/reported,0.0,0.0,3.898039515420186e-06
1180,2002,ARG,125.0,AMR,0.0,AMR,37889370.0,Not tested/reported,0.0,0.0,3.29907834308145e-06
1181,2013,SWZ,130.0,AFR,4.0,AFR,1271456.0,Not tested/reported,0.0,0.0,0.00010224498527672213
1182,2006,JAM,194.0,AMR,0.0,AMR,2760279.0,,0.0,0.0,7.028275040312954e-05
1183,2004,BWA,198.0,AFR,19.0,AFR,1829330.0,Not tested/reported,0.0,0.0,0.00010823634882716623
1184,2004,GEO,257.0,EUR,0.0,EUR,4245000.0,,0.0,0.0,6.0541813898704355e-05
1185,2010,SWZ,268.0,AFR,8.0,AFR,1202843.0,Not tested/reported,0.0,0.0,0.00022280547004056224
1186,2003,IRQ,344.0,EMR,,,25627626.0,,0.0,0.0,1.3423014679549328e-05
1187,2011,PAN,354.0,AMR,,,3707782.0,Not tested/reported,0.0,0.0,9.54748688029663e-05
1188,2011,PAN,354.0,AMR,,,3707782.0,Yes,1.0,0.0,9.54748688029663e-05
1189,2011,BWA,432.0,AFR,8.0,AFR,2051339.0,Not tested/reported,0.0,0.0,0.0002105941533798168
1190,2001,GEO,438.0,EUR,0.0,EUR,4386400.0,,0.0,0.0,9.98540944738282e-05
1191,2008,BLZ,540.0,AMR,0.0,AMR,306165.0,Not tested/reported,0.0,0.0,0.0017637548380775073
1192,2010,NAM,556.0,AFR,63.0,AFR,2173170.0,Not tested/reported,0.0,0.0,0.0002558474486579513
1193,2002,SWZ,670.0,AFR,46.0,AFR,1080930.0,Yes,1.0,0.0,0.0006198366221679479
1194,2002,SWZ,670.0,AFR,46.0,AFR,1080930.0,No,0.0,0.0,0.0006198366221679479
1195,2002,SWZ,670.0,AFR,46.0,AFR,1080930.0,Not tested/reported,0.0,0.0,0.0006198366221679479
1196,2010,NIC,692.0,AMR,1.0,AMR,5737723.0,Not tested/reported,0.0,0.0,0.0001206053342066182
1197,2010,NIC,692.0,AMR,1.0,AMR,5737723.0,No,0.0,0.0,0.0001206053342066182
1198,2003,SAU,700.0,EMR,0.0,EMR,22556425.0,Not tested/reported,0.0,0.0,3.103328652479282e-05
1199,2006,PRY,823.0,AMR,0.0,AMR,5882796.0,Not tested/reported,0.0,0.0,0.00013989946277246398
1200,2006,BLZ,844.0,AMR,1.0,AMR,290747.0,Not tested/reported,0.0,0.0,0.002902867441452534
1201,2008,CRI,966.0,AMR,0.0,AMR,4429508.0,Not tested/reported,0.0,0.0,0.00021808291123980362
1202,2014,VUT,982.0,WPR,0.0,WPR,258850.0, Not tested/reported,0.0,0.0,0.0037937029167471508
1203,2002,BLZ,1134.0,AMR,0.0,AMR,262206.0,Not tested/reported,0.0,0.0,0.004324843825084094
1204,2014,NIC,1163.0,AMR,0.0,AMR,6013997.0, Not tested/reported,0.0,0.0,0.00019338220487971644
1205,2014,NIC,1163.0,AMR,0.0,AMR,6013997.0,No,0.0,0.0,0.00019338220487971644
1206,2007,PRY,1341.0,AMR,0.0,AMR,5966159.0,Not tested/reported,0.0,0.0,0.00022476772744407247
1207,2007,NIC,1356.0,AMR,0.0,AMR,5522106.0,Not tested/reported,0.0,3500.0,0.000245558488011639
1208,2011,DOM,1616.0,AMR,10.0,AMR,10027095.0,Not tested/reported,0.0,0.0,0.00016116332796288455
1209,2003,COG,1633.1,AFR,,,3502519.0,Yes,1.0,0.0,0.00046626442283396606
1210,2003,COG,1633.1,AFR,,,3502519.0,Not tested/reported,0.0,0.0,0.00046626442283396606
1211,2011,NAM,1860.0,AFR,36.0,AFR,2215621.0,Not tested/reported,0.0,0.0,0.0008394937581833716
1212,2006,BTN,1868.0,SEAR,7.0,SEAR,672228.0,No,0.0,0.0,0.002778819091141696
1213,2006,BTN,1868.0,SEAR,7.0,SEAR,672228.0,Not tested/reported,0.0,0.0,0.002778819091141696
1214,2007,KOR,2227.0,WPR,1.0,WPR,48683638.0,Not tested/reported,0.0,0.0,4.574432173700741e-05
1215,2005,TJK,2309.0,EUR,0.0,EUR,6854176.0,Not tested/reported,0.0,0.0,0.00033687492121591277
1216,2008,MEX,2357.0,AMR,0.0,AMR,113661809.0,Not tested/reported,0.0,0.0,2.0736956597268306e-05
1217,2001,PRY,2710.0,AMR,0.0,AMR,5406624.0,Not tested/reported,0.0,0.0,0.0005012370011304652
1218,2010,STP,2740.0,AFR,14.0,AFR,174776.0,Not tested/reported,0.0,0.0,0.015677209685540348
1219,2004,MEX,3406.0,AMR,0.0,AMR,106995583.0,Not tested/reported,0.0,0.0,3.1833089782781034e-05
1220,2011,NPL,3414.0,SEAR,2.0,SEAR,27327147.0,Not tested/reported,0.0,0.0,0.00012493071450159066
1221,2013,BGD,3864.0,SEAR,15.0,SEAR,157571292.0,Not tested/reported,0.0,0.0,2.452223340276984e-05
1222,2010,NPL,3894.0,SEAR,6.0,SEAR,27023137.0,Not tested/reported,0.0,0.0,0.00014409874027578664
1223,2000,SAU,4736.0,EMR,,,20764312.0,Not tested/reported,0.0,0.0,0.00022808364659517735
1224,2005,SLE,4808.0,AFR,50.0,AFR,5658379.0,Not tested/reported,0.0,0.0,0.0008497133189558353
1225,2010,MYS,5194.0,WPR,33.0,WPR,28112289.0,Not tested/reported,0.0,0.0,0.0001847590567954107
1226,2002,MDG,5272.0,AFR,575.0,AFR,16765117.0,Not tested/reported,0.0,0.0,0.0003144624639362791
1227,2008,MYS,6071.0,WPR,30.0,WPR,27111069.0,Not tested/reported,0.0,0.0,0.00022393067569559874
1228,2002,ERI,6078.0,AFR,86.0,AFR,3614639.0,Not tested/reported,0.0,0.0,0.0016814957178296367
1229,2002,BTN,6511.0,SEAR,11.0,SEAR,606399.0,Not tested/reported,0.0,0.0,0.010737154909556249
1230,2006,ERI,6541.0,AFR,47.0,AFR,4066648.0,Not tested/reported,0.0,0.0,0.0016084500060000275
1231,2003,NIC,6717.0,AMR,7.0,AMR,5240879.0,Not tested/reported,0.0,0.0,0.0012816552337880725
1232,2013,BOL,7342.0,AMR,0.0,AMR,10400264.0,Not tested/reported,0.0,0.0,0.0007059436183543033
1233,2013,BOL,7342.0,AMR,0.0,AMR,10400264.0,Yes,1.0,0.0,0.0007059436183543033
1234,2009,CIV,7388.0,AFR,18156.0,AFR,19936366.0,Not tested/reported,0.0,0.0,0.0003705790714315738
1235,2009,CIV,7388.0,AFR,18156.0,AFR,19936366.0,Yes,1.0,0.0,0.0003705790714315738
1236,2008,ZAF,7796.0,AFR,43.0,AFR,49557573.3,Not tested/reported,0.0,0.0,0.0001573119804072408
1237,2000,CHN,8025.0,WPR,31.0,WPR,1262645000.0,Not tested/reported,0.0,0.0,6.355705681327689e-06
1238,2005,SUR,9131.0,AMR,1.0,AMR,498946.0,Not tested/reported,0.0,0.0,0.018300577617617938
1239,2013,STP,9243.0,AFR,11.0,AFR,187045.0,Not tested/reported,0.0,0.0,0.04941591595605336
1240,2014,BGD,10216.0,SEAR,45.0,SEAR,159405279.0, Not tested/reported,0.0,0.0,6.408821630054047e-05
1241,2014,BGD,10216.0,SEAR,45.0,SEAR,159405279.0,Yes,1.0,0.0,6.408821630054047e-05
1242,2003,ERI,10346.0,AFR,79.0,AFR,3738265.0,Not tested/reported,0.0,0.0,0.002767594057671139
1243,2001,TJK,11387.0,EUR,0.0,EUR,6327125.0,Not tested/reported,0.0,0.0,0.001799711559357528
1244,2004,SOM,11436.0,EMR,79.0,EMR,10116228.0,Not tested/reported,0.0,0.0,0.001130460879292163
1245,2002,NPL,12750.0,SEAR,3.0,SEAR,24566342.0,Not tested/reported,0.0,0.0,0.0005190027884493344
1246,2002,SUR,12837.0,AMR,15.0,AMR,483044.0,Not tested/reported,0.0,0.0,0.02657521882064574
1247,2010,GAB,13936.0,AFR,182.0,AFR,1640210.0,Not tested/reported,0.0,0.0,0.008496473012602045
1248,2009,GNQ,14184.0,AFR,23.0,AFR,909111.0,Not tested/reported,0.0,0.0,0.0156020551945802
1249,2009,GNQ,14184.0,AFR,23.0,AFR,909111.0,No,0.0,0.0,0.0156020551945802
1250,2007,GNB,14284.0,AFR,370.0,AFR,1445958.0,Not tested/reported,0.0,0.0,0.009878571853400998
1251,2011,CMR,15212.0,AFR,3808.0,AFR,20520447.0,Not tested/reported,0.0,0.0,0.0007413093876561266
1252,2011,CMR,15212.0,AFR,3808.0,AFR,20520447.0,Yes,1.0,0.0,0.0007413093876561266
1253,2003,VUT,15240.0,WPR,14.0,WPR,198964.0,Not tested/reported,0.0,0.0,0.07659677127520556
1254,2004,LAO,16183.0,WPR,105.0,WPR,5664605.0,Not tested/reported,0.0,0.0,0.0028568629233635887
1255,2004,LAO,16183.0,WPR,105.0,WPR,5664605.0,No,0.0,0.0,0.0028568629233635887
1256,2006,SOM,16430.0,EMR,58.0,EMR,10718317.0,Not tested/reported,0.0,0.0,0.001532889911727746
1257,2010,VNM,17515.0,WPR,21.0,WPR,86932500.0,Yes,1.0,0.0,0.00020147815834124175
1258,2010,VNM,17515.0,WPR,21.0,WPR,86932500.0,Not tested/reported,0.0,0.0,0.00020147815834124175
1259,2000,TZA,17734.0,AFR,379.0,AFR,34178042.0,Not tested/reported,0.0,0.0,0.0005188711512496824
1260,2011,TLS,19739.0,SEAR,16.0,SEAR,1131523.0,Not tested/reported,0.0,0.0,0.017444629936819667
1261,2001,VEN,20006.0,AMR,28.0,AMR,24948476.0,Not tested/reported,0.0,0.0,0.0008018926687145139
1262,2005,BOL,21442.0,AMR,0.0,AMR,9125409.0,Not tested/reported,0.0,0.0,0.0023497029009877804
1264,2011,COM,24856.0,AFR,19.0,AFR,706569.0,Not tested/reported,0.0,0.0,0.03517844683251034
1265,2004,VNM,24909.0,WPR,34.0,WPR,81436400.0,Yes,1.0,0.0,0.0003058705934938185
1266,2004,VNM,24909.0,WPR,34.0,WPR,81436400.0,Not tested/reported,0.0,0.0,0.0003058705934938185
1267,2003,SEN,26865.0,AFR,1602.0,AFR,10670990.0,Not tested/reported,0.0,0.0,0.002517573346053178
1268,2004,PRK,27090.0,SEAR,,,23729498.0,Not tested/reported,0.0,0.0,0.0011416170708710314
1269,2003,GUY,27627.0,AMR,44.0,AMR,751857.0,Not tested/reported,0.0,0.0,0.03674501933213364
1270,2000,VEN,29736.0,AMR,24.0,AMR,24488340.0,Not tested/reported,0.0,0.0,0.001214292189670676
1271,2007,HTI,29825.0,AMR,28.0,AMR,9556889.0,Not tested/reported,0.0,0.0,0.0031207854355114932
1272,2008,VEN,32037.0,AMR,9.0,AMR,28141701.0,Not tested/reported,0.0,0.0,0.0011384173259462887
1273,2012,THA,32569.0,SEAR,37.0,SEAR,67843979.0,Not tested/reported,0.0,0.0,0.0004800573386180666
1274,2000,HND,35125.0,AMR,0.0,AMR,6524283.0,Not tested/reported,0.0,0.0,0.005383733354301154
1275,2002,GTM,35540.0,AMR,0.0,AMR,12208848.0,Not tested/reported,0.0,0.0,0.002911003560696308
1276,2006,TLS,37896.0,SEAR,68.0,SEAR,1048621.0,Not tested/reported,0.0,0.0,0.03613889098158438
1277,2013,LAO,38131.0,WPR,28.0,WPR,6494557.0,Yes,1.0,0.0,0.005871224165097019
1278,2013,LAO,38131.0,WPR,28.0,WPR,6494557.0,Not tested/reported,0.0,0.0,0.005871224165097019
1279,2013,LAO,38131.0,WPR,28.0,WPR,6494557.0,No,0.0,0.0,0.005871224165097019
1280,2008,SLB,40535.0,WPR,21.0,WPR,504477.0,Not tested/reported,0.0,0.0,0.08035054125361513
1281,2014,COL,40768.0,AMR,17.0,AMR,47791911.0,Yes,1.0,0.0,0.0008530313843277788
1282,2014,COL,40768.0,AMR,17.0,AMR,47791911.0, Not tested/reported,0.0,0.0,0.0008530313843277788
1283,2014,COL,40768.0,AMR,17.0,AMR,47791911.0,No,0.0,0.0,0.0008530313843277788
1284,2005,YEM,44150.0,EMR,,,20582927.0,Not tested/reported,0.0,0.0,0.0021449816151026526
1285,2007,BFA,44246.0,AFR,6472.0,AFR,14252021.0,Not tested/reported,0.0,0.0,0.003104542155810744
1286,2005,CAF,45973.0,AFR,668.0,AFR,4127910.0,Not tested/reported,0.0,0.0,0.01113711297000177
1287,2005,PHL,46342.0,WPR,145.0,WPR,86274237.0,Not tested/reported,0.0,0.0,0.0005371476075760601
1288,2004,VEN,46655.0,AMR,35.0,AMR,26327225.0,Not tested/reported,0.0,0.0,0.0017721199252864668
1289,2004,YEM,48756.0,EMR,,,20017068.0,Not tested/reported,0.0,0.0,0.0024357213553953057
1290,2005,KHM,49436.0,WPR,296.0,WPR,13270201.0,Yes,1.0,0.0,0.003725339201719703
1291,2005,KHM,49436.0,WPR,296.0,WPR,13270201.0,Not tested/reported,0.0,0.0,0.003725339201719703
1292,2005,KHM,49436.0,WPR,296.0,WPR,13270201.0,No,0.0,0.0,0.003725339201719703
1293,2008,SSD,52011.0,AFR,263.0,AFR,9263136.0,Not tested/reported,0.0,0.0,0.005614837135069592
1294,2012,VEN,52803.0,AMR,10.0,AMR,29893080.0,Not tested/reported,0.0,0.0,0.001766395433324368
