tas,"	Year", Month, Country
27.427,1971,5,BLZ
26.2449,1971,6,BLZ
25.8476,1971,7,BLZ
26.0071,1971,8,BLZ
27.0861,1971,9,BLZ
25.1611,1971,10,BLZ
23.5253,1971,11,BLZ
24.0157,1971,12,BLZ
23.8403,1972,1,BLZ
22.7621,1972,2,BLZ
24.4918,1972,3,BLZ
26.2676,1972,4,BLZ
26.7212,1972,5,BLZ
27.2906,1972,6,BLZ
26.2872,1972,7,BLZ
25.962,1972,8,BLZ
26.3539,1972,9,BLZ
25.6912,1972,10,BLZ
25.6354,1972,11,BLZ
22.8648,1972,12,BLZ
23.3677,1973,1,BLZ
22.3409,1973,2,BLZ
25.7437,1973,3,BLZ
27.047,1973,4,BLZ
27.2671,1973,5,BLZ
27.1174,1973,6,BLZ
26.4454,1973,7,BLZ
26.0454,1973,8,BLZ
26.5714,1973,9,BLZ
25.2523,1973,10,BLZ
24.0155,1973,11,BLZ
21.6548,1973,12,BLZ
23.3002,1974,1,BLZ
22.7265,1974,2,BLZ
24.1304,1974,3,BLZ
25.9659,1974,4,BLZ
27.2191,1974,5,BLZ
26.7792,1974,6,BLZ
25.9489,1974,7,BLZ
26.2566,1974,8,BLZ
26.0832,1974,9,BLZ
24.1304,1974,10,BLZ
23.0438,1974,11,BLZ
22.4939,1974,12,BLZ
22.6083,1975,1,BLZ
23.4099,1975,2,BLZ
25.2153,1975,3,BLZ
27.8048,1975,4,BLZ
27.3119,1975,5,BLZ
28.0275,1975,6,BLZ
26.5178,1975,7,BLZ
26.6608,1975,8,BLZ
26.0217,1975,9,BLZ
25.0444,1975,10,BLZ
23.1367,1975,11,BLZ
21.6949,1975,12,BLZ
20.9349,1976,1,BLZ
21.3004,1976,2,BLZ
25.3119,1976,3,BLZ
25.1591,1976,4,BLZ
26.5677,1976,5,BLZ
25.6964,1976,6,BLZ
26.4887,1976,7,BLZ
26.6213,1976,8,BLZ
26.7097,1976,9,BLZ
25.6336,1976,10,BLZ
23.1159,1976,11,BLZ
22.4675,1976,12,BLZ
21.8431,1977,1,BLZ
22.497,1977,2,BLZ
25.3592,1977,3,BLZ
25.1679,1977,4,BLZ
26.2352,1977,5,BLZ
26.2985,1977,6,BLZ
26.2752,1977,7,BLZ
26.7067,1977,8,BLZ
