tas,"	Year", Month, Country, ISO3, ISO2
26.75,2002,6,AIA,,
26.825,2002,7,AIA,,
27.0999,2002,8,AIA,,
27.1749,2002,9,AIA,,
26.5499,2002,10,AIA,,
26.35,2002,11,AIA,,
25.1749,2002,12,AIA,,
24.7,2003,1,AIA,,
25,2003,2,AIA,,
24.875,2003,3,AIA,,
25.5,2003,4,AIA,,
26.025,2003,5,AIA,,
26,2003,6,AIA,,
26.2999,2003,7,AIA,,
26.7,2003,8,AIA,,
27.0499,2003,9,AIA,,
26.35,2003,10,AIA,,
25.85,2003,11,AIA,,
24.75,2003,12,AIA,,
23.775,2004,1,AIA,,
24.0499,2004,2,AIA,,
24.325,2004,3,AIA,,
24.875,2004,4,AIA,,
25.025,2004,5,AIA,,
26.225,2004,6,AIA,,
26.1749,2004,7,AIA,,
26.95,2004,8,AIA,,
26.65,2004,9,AIA,,
26.35,2004,10,AIA,,
25.45,2004,11,AIA,,
24.725,2004,12,AIA,,
23.9,2005,1,AIA,,
23.45,2005,2,AIA,,
25.2999,2005,3,AIA,,
26.0999,2005,4,AIA,,
26.125,2005,5,AIA,,
26.5,2005,6,AIA,,
26.775,2005,7,AIA,,
27.0749,2005,8,AIA,,
27.275,2005,9,AIA,,
26.45,2005,10,AIA,,
25.7999,2005,11,AIA,,
24.475,2005,12,AIA,,
23.7999,2006,1,AIA,,
24.0499,2006,2,AIA,,
24.5,2006,3,AIA,,
24.975,2006,4,AIA,,
26,2006,5,AIA,,
26.4,2006,6,AIA,,
26.2999,2006,7,AIA,,
26.5749,2006,8,AIA,,
26.9,2006,9,AIA,,
26.625,2006,10,AIA,,
25.9,2006,11,AIA,,
24.825,2006,12,AIA,,
24.025,2007,1,AIA,,
24.7,2007,2,AIA,,
25.2999,2007,3,AIA,,
25.375,2007,4,AIA,,
26.4,2007,5,AIA,,
26.7999,2007,6,AIA,,
26.7999,2007,7,AIA,,
26.65,2007,8,AIA,,
26.425,2007,9,AIA,,
26,2007,10,AIA,,
25.525,2007,11,AIA,,
24.65,2007,12,AIA,,
23.525,2008,1,AIA,,
23.825,2008,2,AIA,,
23.75,2008,3,AIA,,
24.35,2008,4,AIA,,
25.275,2008,5,AIA,,
26,2008,6,AIA,,
26.375,2008,7,AIA,,
27.15,2008,8,AIA,,
26.325,2008,9,AIA,,
25.9,2008,10,AIA,,
25.4,2008,11,AIA,,
24.2999,2008,12,AIA,,
24.45,2009,1,AIA,,
24.025,2009,2,AIA,,
23.85,2009,3,AIA,,
24.4749,2009,4,AIA,,
25.0749,2009,5,AIA,,
26.1749,2009,6,AIA,,
27.0499,2009,7,AIA,,
27.275,2009,8,AIA,,
27,2009,9,AIA,,
26.9749,2009,10,AIA,,
25.6749,2009,11,AIA,,
25.2999,2009,12,AIA,,
24.5499,2010,1,AIA,,
25.325,2010,2,AIA,,
25.2999,2010,3,AIA,,
25.5749,2010,4,AIA,,
26.05,2010,5,AIA,,
26.325,2010,6,AIA,,
26.625,2010,7,AIA,,
27.15,2010,8,AIA,,
26.825,2010,9,AIA,,
26.2999,2010,10,AIA,,
25.65,2010,11,AIA,,
24.275,2010,12,AIA,,
24.0999,2011,1,AIA,,
24.225,2011,2,AIA,,
23.9499,2011,3,AIA,,
24.5,2011,4,AIA,,
25.025,2011,5,AIA,,
26.2999,2011,6,AIA,,
26,2011,7,AIA,,
26.475,2011,8,AIA,,
26.5749,2011,9,AIA,,
26.225,2011,10,AIA,,
25.725,2011,11,AIA,,
24.625,2011,12,AIA,,
23.85,2012,1,AIA,,
24.1,2012,2,AIA,,
24.5,2012,3,AIA,,
25.125,2012,4,AIA,,
25.475,2012,5,AIA,,
27.15,2012,6,AIA,,
26.6749,2012,7,AIA,,
26.85,2012,8,AIA,,
27.275,2012,9,AIA,,
26.6749,2012,10,AIA,,
26.5,2012,11,AIA,,
25,2012,12,AIA,,
24.35,2013,1,AIA,,
24.425,2013,2,AIA,,
24.775,2013,3,AIA,,
25.1,2013,4,AIA,,
25.5,2013,5,AIA,,
25.9249,2013,6,AIA,,
26.275,2013,7,AIA,,
26.925,2013,8,AIA,,
27.125,2013,9,AIA,,
26.875,2013,10,AIA,,
25.825,2013,11,AIA,,
25.375,2013,12,AIA,,
24.9749,2014,1,AIA,,
24.6749,2014,2,AIA,,
24.8,2014,3,AIA,,
25.65,2014,4,AIA,,
25.35,2014,5,AIA,,
26.95,2014,6,AIA,,
26.925,2014,7,AIA,,
26.6749,2014,8,AIA,,
26.625,2014,9,AIA,,
26.9749,2014,10,AIA,,
