tas,"	Year", Month, Country
24.9778,1963,4,KWT
27.3604,1963,5,KWT
34.3106,1963,6,KWT
36.5308,1963,7,KWT
36.2388,1963,8,KWT
32.4327,1963,9,KWT
28.1441,1963,10,KWT
18.6288,1963,11,KWT
12.4854,1963,12,KWT
7.73451,1964,1,KWT
14.7483,1964,2,KWT
20.8514,1964,3,KWT
23.6887,1964,4,KWT
30.5469,1964,5,KWT
35.4887,1964,6,KWT
35.5551,1964,7,KWT
35.2487,1964,8,KWT
31.9329,1964,9,KWT
24.4621,1964,10,KWT
19.5283,1964,11,KWT
12.0045,1964,12,KWT
12.4677,1965,1,KWT
15.3913,1965,2,KWT
20.1649,1965,3,KWT
22.6379,1965,4,KWT
31.2125,1965,5,KWT
35.3032,1965,6,KWT
36.1289,1965,7,KWT
36.3398,1965,8,KWT
33.2471,1965,9,KWT
27.5911,1965,10,KWT
20.2978,1965,11,KWT
14.2425,1965,12,KWT
15.3664,1966,1,KWT
16.0609,1966,2,KWT
19.2521,1966,3,KWT
24.6205,1966,4,KWT
31.6058,1966,5,KWT
35.4128,1966,6,KWT
35.6935,1966,7,KWT
37.0298,1966,8,KWT
33.5675,1966,9,KWT
27.6362,1966,10,KWT
21.3707,1966,11,KWT
15.6073,1966,12,KWT
12.8758,1967,1,KWT
12.5355,1967,2,KWT
17.7513,1967,3,KWT
22.3861,1967,4,KWT
29.4239,1967,5,KWT
32.2648,1967,6,KWT
35.4001,1967,7,KWT
35.1189,1967,8,KWT
32.5131,1967,9,KWT
27.7088,1967,10,KWT
19.756,1967,11,KWT
13.4105,1967,12,KWT
12.2578,1968,1,KWT
13.3803,1968,2,KWT
19.5795,1968,3,KWT
23.3518,1968,4,KWT
30.2246,1968,5,KWT
33.6818,1968,6,KWT
36.3167,1968,7,KWT
34.7279,1968,8,KWT
32.8427,1968,9,KWT
28.0722,1968,10,KWT
22.0024,1968,11,KWT
16.5366,1968,12,KWT
14.3103,1969,1,KWT
14.7562,1969,2,KWT
22.8452,1969,3,KWT
22.9072,1969,4,KWT
30.3166,1969,5,KWT
34.484,1969,6,KWT
34.783,1969,7,KWT
34.8488,1969,8,KWT
32.704,1969,9,KWT
28.4879,1969,10,KWT
18.5801,1969,11,KWT
16.0729,1969,12,KWT
13.1792,1970,1,KWT
16.3905,1970,2,KWT
20.3111,1970,3,KWT
26.4733,1970,4,KWT
31.3379,1970,5,KWT
34.8492,1970,6,KWT
35.7407,1970,7,KWT
35.1337,1970,8,KWT
31.405,1970,9,KWT
26.3453,1970,10,KWT
21.5977,1970,11,KWT
13.3398,1970,12,KWT
13.2974,1971,1,KWT
14.6089,1971,2,KWT
19.8672,1971,3,KWT
23.1133,1971,4,KWT
32.2162,1971,5,KWT
33.0781,1971,6,KWT
36.2673,1971,7,KWT
35.2963,1971,8,KWT
32.3352,1971,9,KWT
26.1966,1971,10,KWT
20.0792,1971,11,KWT
13.1959,1971,12,KWT
10.6467,1972,1,KWT
12.2517,1972,2,KWT
17.9627,1972,3,KWT
23.8018,1972,4,KWT
27.7738,1972,5,KWT
34.4517,1972,6,KWT
35.0331,1972,7,KWT
35.5894,1972,8,KWT
32.6802,1972,9,KWT
27.6011,1972,10,KWT
19.2347,1972,11,KWT
10.8302,1972,12,KWT
10.8459,1973,1,KWT
16.9314,1973,2,KWT
19.2419,1973,3,KWT
24.7664,1973,4,KWT
30.9898,1973,5,KWT
33.5587,1973,6,KWT
35.3699,1973,7,KWT
36.3285,1973,8,KWT
33.4287,1973,9,KWT
27.9249,1973,10,KWT
18.0764,1973,11,KWT
13.2782,1973,12,KWT
11.1182,1974,1,KWT
13.2307,1974,2,KWT
18.9785,1974,3,KWT
23.932,1974,4,KWT
29.9838,1974,5,KWT
34.4671,1974,6,KWT
35.4072,1974,7,KWT
35.4963,1974,8,KWT
32.5341,1974,9,KWT
26.404,1974,10,KWT
20.9668,1974,11,KWT
13.071,1974,12,KWT
11.5198,1975,1,KWT
13.9796,1975,2,KWT
18.6487,1975,3,KWT
24.1957,1975,4,KWT
30.7774,1975,5,KWT
34.8953,1975,6,KWT
36.5861,1975,7,KWT
35.3782,1975,8,KWT
33.6689,1975,9,KWT
25.5701,1975,10,KWT
19.868,1975,11,KWT
12.9154,1975,12,KWT
12.451,1976,1,KWT
13.5133,1976,2,KWT
16.4537,1976,3,KWT
23.2745,1976,4,KWT
29.2238,1976,5,KWT
34.3719,1976,6,KWT
34.8365,1976,7,KWT
34.8735,1976,8,KWT
32.5654,1976,9,KWT
27.923,1976,10,KWT
20.5347,1976,11,KWT
16.2063,1976,12,KWT
10.3543,1977,1,KWT
16.4818,1977,2,KWT
21.2362,1977,3,KWT
23.796,1977,4,KWT
31.4316,1977,5,KWT
34.7308,1977,6,KWT
35.8417,1977,7,KWT
36.1199,1977,8,KWT
33.7315,1977,9,KWT
25.331,1977,10,KWT
18.4993,1977,11,KWT
15.553,1977,12,KWT
13.1858,1978,1,KWT
15.8785,1978,2,KWT
19.6399,1978,3,KWT
25.0169,1978,4,KWT
30.9731,1978,5,KWT
33.5971,1978,6,KWT
35.5679,1978,7,KWT
34.3921,1978,8,KWT
32.6124,1978,9,KWT
27.476,1978,10,KWT
16.9921,1978,11,KWT
16.3738,1978,12,KWT
14.2228,1979,1,KWT
17.6211,1979,2,KWT
19.7305,1979,3,KWT
26.1405,1979,4,KWT
30.6269,1979,5,KWT
35.4305,1979,6,KWT
35.806,1979,7,KWT
34.992,1979,8,KWT
33.4971,1979,9,KWT
28.4753,1979,10,KWT
21.7159,1979,11,KWT
13.7128,1979,12,KWT
12.3681,1980,1,KWT
14.0657,1980,2,KWT
19.8653,1980,3,KWT
25.6165,1980,4,KWT
30.809,1980,5,KWT
35.0206,1980,6,KWT
37.0383,1980,7,KWT
35.0861,1980,8,KWT
31.4922,1980,9,KWT
26.8119,1980,10,KWT
20.6643,1980,11,KWT
13.6136,1980,12,KWT
13.7108,1981,1,KWT
15.0049,1981,2,KWT
20.0573,1981,3,KWT
24.6219,1981,4,KWT
30.1812,1981,5,KWT
34.0198,1981,6,KWT
36.2328,1981,7,KWT
35.9966,1981,8,KWT
32.558,1981,9,KWT
26.5052,1981,10,KWT
19.5127,1981,11,KWT
15.7452,1981,12,KWT
12.3734,1982,1,KWT
11.911,1982,2,KWT
17.1046,1982,3,KWT
25.2148,1982,4,KWT
31.5995,1982,5,KWT
35.0681,1982,6,KWT
35.6688,1982,7,KWT
35.154,1982,8,KWT
33.2594,1982,9,KWT
27.1137,1982,10,KWT
16.5525,1982,11,KWT
11.3858,1982,12,KWT
10.2917,1983,1,KWT
13.105,1983,2,KWT
16.703,1983,3,KWT
23.1534,1983,4,KWT
31.2088,1983,5,KWT
35.1039,1983,6,KWT
36.7614,1983,7,KWT
35.3081,1983,8,KWT
31.942,1983,9,KWT
24.8835,1983,10,KWT
21.2836,1983,11,KWT
14.8045,1983,12,KWT
12.7257,1984,1,KWT
15.4135,1984,2,KWT
20.3233,1984,3,KWT
26.0196,1984,4,KWT
